Date	H (cm)	date	date from zero
43170.1583	31.2	11/03/2018 03:48	5967.4784
43170.1917	40.4	11/03/2018 04:36	5967.5118
43170.2069	46.6	11/03/2018 04:58	5967.527
43170.2208	51.5	11/03/2018 05:18	5967.5409
43170.2257	53.7	11/03/2018 05:25	5967.5458
43170.2354	58.4	11/03/2018 05:39	5967.5555
43170.2431	62.8	11/03/2018 05:50	5967.5632
43170.2611	74.5	11/03/2018 06:16	5967.5812
43170.2722	80.5	11/03/2018 06:32	5967.5923
43170.2819	86.1	11/03/2018 06:46	5967.602
43170.2875	88.1	11/03/2018 06:54	5967.6076
43170.2958	89.3	11/03/2018 07:06	5967.6159
43170.2993	90.1	11/03/2018 07:11	5967.6194
43170.3097	93.7	11/03/2018 07:26	5967.6298
43170.3139	94.5	11/03/2018 07:32	5967.634
43170.3222	95.1	11/03/2018 07:44	5967.6423
43170.3361	97.4	11/03/2018 08:04	5967.6562
43170.341	97.5	11/03/2018 08:11	5967.6611
43170.3465	98.2	11/03/2018 08:19	5967.6666
43170.3597	100.6	11/03/2018 08:38	5967.6798
43170.3875	101.1	11/03/2018 09:18	5967.7076
43170.3951	100.8	11/03/2018 09:29	5967.7152
43170.4097	99.3	11/03/2018 09:50	5967.7298
43170.4194	99.1	11/03/2018 10:04	5967.7395
43170.4306	97.4	11/03/2018 10:20	5967.7507
43170.434	97.4	11/03/2018 10:25	5967.7541
43170.4389	96.8	11/03/2018 10:32	5967.759
43170.4507	93.7	11/03/2018 10:49	5967.7708
43170.4618	91.4	11/03/2018 11:05	5967.7819
43170.4681	90.8	11/03/2018 11:14	5967.7882
43170.4792	90.3	11/03/2018 11:30	5967.7993
43170.5007	88	11/03/2018 12:01	5967.8208
43170.5125	86.2	11/03/2018 12:18	5967.8326
43170.5264	82.7	11/03/2018 12:38	5967.8465
43170.534	82.1	11/03/2018 12:49	5967.8541
43170.5521	81.5	11/03/2018 13:15	5967.8722
43170.5611	80.6	11/03/2018 13:28	5967.8812
43170.5938	75.4	11/03/2018 14:15	5967.9139
43170.6076	74.8	11/03/2018 14:35	5967.9277
43170.6222	73.3	11/03/2018 14:56	5967.9423
43170.6396	72	11/03/2018 15:21	5967.9597
43170.6583	72.1	11/03/2018 15:48	5967.9784
43170.6632	71.5	11/03/2018 15:55	5967.9833
43170.6736	69.2	11/03/2018 16:10	5967.9937
43170.6806	68.7	11/03/2018 16:20	5968.0007
43170.6903	69.4	11/03/2018 16:34	5968.0104
43170.6944	69.5	11/03/2018 16:40	5968.0145
43170.7097	67.3	11/03/2018 17:02	5968.0298
43170.725	66.8	11/03/2018 17:24	5968.0451
43170.7569	65.1	11/03/2018 18:10	5968.077
43170.7764	64.7	11/03/2018 18:38	5968.0965
43170.784	65	11/03/2018 18:49	5968.1041
43170.7903	66	11/03/2018 18:58	5968.1104
43170.7993	68.9	11/03/2018 19:11	5968.1194
43170.8222	76.8	11/03/2018 19:44	5968.1423
43170.8299	78.9	11/03/2018 19:55	5968.15
43170.8403	81	11/03/2018 20:10	5968.1604
43170.8507	81.8	11/03/2018 20:25	5968.1708
43170.8576	81.8	11/03/2018 20:35	5968.1777
43170.8861	79.5	11/03/2018 21:16	5968.2062
43170.8986	77.8	11/03/2018 21:34	5968.2187
43170.9125	76.3	11/03/2018 21:54	5968.2326
43170.9472	73.8	11/03/2018 22:44	5968.2673
43170.9611	71.8	11/03/2018 23:04	5968.2812
43171.0083	68.7	12/03/2018 00:12	5968.3284
43171.0549	65.1	12/03/2018 01:19	5968.375
43171.1104	61.9	12/03/2018 02:39	5968.4305
43171.1208	62.4	12/03/2018 02:54	5968.4409
43171.125	62.1	12/03/2018 03:00	5968.4451
43171.1326	60.8	12/03/2018 03:11	5968.4527
43171.1361	60.6	12/03/2018 03:16	5968.4562
43171.1486	60.6	12/03/2018 03:34	5968.4687
43171.191	58.8	12/03/2018 04:35	5968.5111
43171.2097	58.4	12/03/2018 05:02	5968.5298
43171.2563	55.3	12/03/2018 06:09	5968.5764
43171.2847	55	12/03/2018 06:50	5968.6048
43171.3042	53.7	12/03/2018 07:18	5968.6243
43171.3458	51.6	12/03/2018 08:18	5968.6659
43171.3708	51.5	12/03/2018 08:54	5968.6909
43171.409	49	12/03/2018 09:49	5968.7291
43171.425	49.4	12/03/2018 10:12	5968.7451
43171.4403	48.7	12/03/2018 10:34	5968.7604
43171.4542	47.5	12/03/2018 10:54	5968.7743
43171.4722	47.6	12/03/2018 11:20	5968.7923
43171.4896	46.1	12/03/2018 11:45	5968.8097
43171.4986	45.7	12/03/2018 11:58	5968.8187
43171.525	46.2	12/03/2018 12:36	5968.8451
43171.55	44.3	12/03/2018 13:12	5968.8701
43171.5618	43.9	12/03/2018 13:29	5968.8819
43171.6	43.8	12/03/2018 14:24	5968.9201
43171.6333	41.8	12/03/2018 15:12	5968.9534
43171.6472	42.2	12/03/2018 15:32	5968.9673
43171.6868	40.2	12/03/2018 16:29	5969.0069
43171.7396	39	12/03/2018 17:45	5969.0597
43171.7722	37.5	12/03/2018 18:32	5969.0923
43171.8375	36.2	12/03/2018 20:06	5969.1576
43171.9097	33.7	12/03/2018 21:50	5969.2298
43171.9236	33.9	12/03/2018 22:10	5969.2437
43171.9438	33	12/03/2018 22:39	5969.2639
43171.9618	32.7	12/03/2018 23:05	5969.2819
43171.9931	31.4	12/03/2018 23:50	5969.3132
43172.2229	26	13/03/2018 05:21	5969.543
43172.2431	26	13/03/2018 05:50	5969.5632
43172.2708	24.7	13/03/2018 06:30	5969.5909
43172.2958	24	13/03/2018 07:06	5969.6159
43172.3056	23.9	13/03/2018 07:20	5969.6257
43172.3236	24.4	13/03/2018 07:46	5969.6437
43172.3583	22.6	13/03/2018 08:36	5969.6784
43172.3875	22.4	13/03/2018 09:18	5969.7076
43172.4549	20.8	13/03/2018 10:55	5969.775
43172.4833	20.6	13/03/2018 11:36	5969.8034
43172.5111	19.6	13/03/2018 12:16	5969.8312
43172.534	19.5	13/03/2018 12:49	5969.8541
43172.666	17.1	13/03/2018 15:59	5969.9861
43172.6861	17	13/03/2018 16:28	5970.0062
43172.7375	15.6	13/03/2018 17:42	5970.0576
43172.7743	15.5	13/03/2018 18:35	5970.0944
43172.8264	14.1	13/03/2018 19:50	5970.1465
43172.8681	13.9	13/03/2018 20:50	5970.1882
43172.9278	12.6	13/03/2018 22:16	5970.2479
43172.9563	12.4	13/03/2018 22:57	5970.2764
43173.0958	9.4	14/03/2018 02:18	5970.4159
43173.1604	9.1	14/03/2018 03:51	5970.4805
43173.2333	7.8	14/03/2018 05:36	5970.5534
43173.3785	5.8	14/03/2018 09:05	5970.6986
43173.4174	5.6	14/03/2018 10:01	5970.7375
43173.6778	2.3	14/03/2018 16:16	5970.9979
43173.8813	0.6	14/03/2018 21:09	5971.2014
43173.9125	0.1	14/03/2018 21:54	5971.2326
43173.9403	0.1	14/03/2018 22:34	5971.2604
43174.0146	2	15/03/2018 00:21	5971.3347
43174.084	6.4	15/03/2018 02:01	5971.4041
43174.1174	9.6	15/03/2018 02:49	5971.4375
43174.1465	13.5	15/03/2018 03:31	5971.4666
43174.1632	16.4	15/03/2018 03:55	5971.4833
43174.1861	21.5	15/03/2018 04:28	5971.5062
43174.2111	28.5	15/03/2018 05:04	5971.5312
43174.2257	33.6	15/03/2018 05:25	5971.5458
43174.2333	36.8	15/03/2018 05:36	5971.5534
43174.2472	43.2	15/03/2018 05:56	5971.5673
43174.2639	51.4	15/03/2018 06:20	5971.584
43174.2771	58.6	15/03/2018 06:39	5971.5972
43174.2917	65.8	15/03/2018 07:00	5971.6118
43174.3153	78.8	15/03/2018 07:34	5971.6354
43174.3313	85.6	15/03/2018 07:57	5971.6514
43174.3465	92.4	15/03/2018 08:19	5971.6666
43174.3542	94.6	15/03/2018 08:30	5971.6743
43174.3667	99.6	15/03/2018 08:48	5971.6868
43174.3778	103	15/03/2018 09:04	5971.6979
43174.3826	105.4	15/03/2018 09:11	5971.7027
43174.3882	108.4	15/03/2018 09:19	5971.7083
43174.3917	110	15/03/2018 09:24	5971.7118
43174.3958	111.2	15/03/2018 09:30	5971.7159
43174.3993	111.5	15/03/2018 09:35	5971.7194
43174.4035	112.4	15/03/2018 09:41	5971.7236
43174.4069	113.9	15/03/2018 09:46	5971.727
43174.416	118.4	15/03/2018 09:59	5971.7361
43174.4201	119.7	15/03/2018 10:05	5971.7402
43174.4243	120.3	15/03/2018 10:11	5971.7444
43174.4333	122.2	15/03/2018 10:24	5971.7534
43174.4375	122.6	15/03/2018 10:30	5971.7576
43174.4424	122.3	15/03/2018 10:37	5971.7625
43174.4486	121.3	15/03/2018 10:46	5971.7687
43174.4618	119.1	15/03/2018 11:05	5971.7819
43174.4708	117.1	15/03/2018 11:18	5971.7909
43174.4861	111.4	15/03/2018 11:40	5971.8062
43174.4958	109.1	15/03/2018 11:54	5971.8159
43174.5146	102.1	15/03/2018 12:21	5971.8347
43174.525	99.2	15/03/2018 12:36	5971.8451
43174.5403	96.1	15/03/2018 12:58	5971.8604
43174.5611	90.4	15/03/2018 13:28	5971.8812
43174.5688	88.6	15/03/2018 13:39	5971.8889
43174.5826	86.2	15/03/2018 13:59	5971.9027
43174.591	83.4	15/03/2018 14:11	5971.9111
43174.5958	82.4	15/03/2018 14:18	5971.9159
43174.6174	80.3	15/03/2018 14:49	5971.9375
43174.6389	76.7	15/03/2018 15:20	5971.959
43174.684	71.1	15/03/2018 16:25	5972.0041
43174.691	70.3	15/03/2018 16:35	5972.0111
43174.7139	69.3	15/03/2018 17:08	5972.034
43174.7368	66.1	15/03/2018 17:41	5972.0569
43174.7542	65.7	15/03/2018 18:06	5972.0743
43174.7646	64.7	15/03/2018 18:21	5972.0847
43174.7764	64.2	15/03/2018 18:38	5972.0965
43174.8063	61.5	15/03/2018 19:21	5972.1264
43174.8181	61.1	15/03/2018 19:38	5972.1382
43174.8361	59.2	15/03/2018 20:04	5972.1562
43174.8514	58.2	15/03/2018 20:26	5972.1715
43174.8722	57.6	15/03/2018 20:56	5972.1923
43174.9028	55.5	15/03/2018 21:40	5972.2229
43174.9236	55	15/03/2018 22:10	5972.2437
43174.9521	53.3	15/03/2018 22:51	5972.2722
43174.9625	53	15/03/2018 23:06	5972.2826
43174.9826	53	15/03/2018 23:35	5972.3027
43175.0069	51.3	16/03/2018 00:10	5972.327
43175.0271	50.7	16/03/2018 00:39	5972.3472
43175.0389	50.1	16/03/2018 00:56	5972.359
43175.0583	49.8	16/03/2018 01:24	5972.3784
43175.0958	47.8	16/03/2018 02:18	5972.4159
43175.1333	47.4	16/03/2018 03:12	5972.4534
43175.1486	47.6	16/03/2018 03:34	5972.4687
43175.1674	45.9	16/03/2018 04:01	5972.4875
43175.184	46	16/03/2018 04:25	5972.5041
43175.1972	45.4	16/03/2018 04:44	5972.5173
43175.2111	46	16/03/2018 05:04	5972.5312
43175.2194	44.8	16/03/2018 05:16	5972.5395
43175.2236	44.6	16/03/2018 05:22	5972.5437
43175.2465	45	16/03/2018 05:55	5972.5666
43175.3347	41.5	16/03/2018 08:02	5972.6548
43175.3632	41.1	16/03/2018 08:43	5972.6833
43175.4063	39.7	16/03/2018 09:45	5972.7264
43175.4306	40	16/03/2018 10:20	5972.7507
43175.4479	39.2	16/03/2018 10:45	5972.768
43175.4639	38	16/03/2018 11:08	5972.784
43175.4896	37.3	16/03/2018 11:45	5972.8097
43175.5132	37.2	16/03/2018 12:19	5972.8333
43175.5285	36.5	16/03/2018 12:41	5972.8486
43175.5521	36.4	16/03/2018 13:15	5972.8722
43175.5757	35.2	16/03/2018 13:49	5972.8958
43175.6194	35.1	16/03/2018 14:52	5972.9395
43175.6319	34.7	16/03/2018 15:10	5972.952
43175.6528	35.2	16/03/2018 15:40	5972.9729
43175.7438	35	16/03/2018 17:51	5973.0639
43175.7653	34.5	16/03/2018 18:22	5973.0854
43175.8431	31.9	16/03/2018 20:14	5973.1632
43175.8632	32.2	16/03/2018 20:43	5973.1833
43175.8813	31.2	16/03/2018 21:09	5973.2014
43175.8972	31.6	16/03/2018 21:32	5973.2173
43175.925	31.5	16/03/2018 22:12	5973.2451
43175.95	32.3	16/03/2018 22:48	5973.2701
43175.9861	34	16/03/2018 23:40	5973.3062
43176.0111	36.5	17/03/2018 00:16	5973.3312
43176.0292	37.4	17/03/2018 00:42	5973.3493
43176.0556	36.8	17/03/2018 01:20	5973.3757
43176.0632	37.2	17/03/2018 01:31	5973.3833
43176.1063	34.5	17/03/2018 02:33	5973.4264
43176.1472	33.4	17/03/2018 03:32	5973.4673
43176.1889	31.7	17/03/2018 04:32	5973.509
43176.2313	30.5	17/03/2018 05:33	5973.5514
43176.2535	29.5	17/03/2018 06:05	5973.5736
43176.309	28	17/03/2018 07:25	5973.6291
43176.3819	27	17/03/2018 09:10	5973.702
43176.3993	25.9	17/03/2018 09:35	5973.7194
43176.4569	25.3	17/03/2018 10:58	5973.777
43176.4785	24.6	17/03/2018 11:29	5973.7986
43176.5424	23.6	17/03/2018 13:01	5973.8625
43176.6493	22.4	17/03/2018 15:35	5973.9694
43176.6806	21.3	17/03/2018 16:20	5974.0007
43176.7153	21.1	17/03/2018 17:10	5974.0354
43176.7701	19.8	17/03/2018 18:29	5974.0902
43176.8056	19.8	17/03/2018 19:20	5974.1257
43176.9021	18	17/03/2018 21:39	5974.2222
43176.9472	17.8	17/03/2018 22:44	5974.2673
43177.0222	16	18/03/2018 00:32	5974.3423
43177.0556	16.1	18/03/2018 01:20	5974.3757
43177.0722	15.6	18/03/2018 01:44	5974.3923
43177.0938	15.6	18/03/2018 02:15	5974.4139
43177.1431	14.5	18/03/2018 03:26	5974.4632
43177.2507	13.1	18/03/2018 06:01	5974.5708
43177.2951	12.2	18/03/2018 07:05	5974.6152
43177.4014	11.1	18/03/2018 09:38	5974.7215
43177.4236	10.6	18/03/2018 10:10	5974.7437
43177.4431	10.7	18/03/2018 10:38	5974.7632
43177.5472	8.9	18/03/2018 13:08	5974.8673
43177.8313	6	18/03/2018 19:57	5975.1514
43177.8903	5	18/03/2018 21:22	5975.2104
43178.1521	2.1	19/03/2018 03:39	5975.4722
43178.2	2.1	19/03/2018 04:48	5975.5201
43178.2736	1	19/03/2018 06:34	5975.5937
43178.3611	0.3	19/03/2018 08:40	5975.6812
43178.4361	-0.8	19/03/2018 10:28	5975.7562
43178.4681	-0.9	19/03/2018 11:14	5975.7882
43178.4861	-1.5	19/03/2018 11:40	5975.8062
43178.6382	-2.3	19/03/2018 15:19	5975.9583
43178.75	-3.4	19/03/2018 18:00	5976.0701
43179.0944	-5.9	20/03/2018 02:16	5976.4145
43179.1313	-6.5	20/03/2018 03:09	5976.4514
43179.2819	-7.8	20/03/2018 06:46	5976.602
43179.6139	-10.4	20/03/2018 14:44	5976.934
43180.3569	-15.6	21/03/2018 08:34	5977.677
43181.2076	-19.8	22/03/2018 04:59	5978.5277
43181.3604	-21	22/03/2018 08:39	5978.6805
43181.8313	-22.3	22/03/2018 19:57	5979.1514
43182.5938	-25.3	23/03/2018 14:15	5979.9139
43182.9167	-25.9	23/03/2018 22:00	5980.2368
43184.5292	-31.1	25/03/2018 12:42	5981.8493
43185.0292	-32.2	26/03/2018 00:42	5982.3493
43185.2944	-33.3	26/03/2018 07:04	5982.6145
43185.7854	-34	26/03/2018 18:51	5983.1055
43186.5069	-35.6	27/03/2018 12:10	5983.827
43189.1604	-38.2	30/03/2018 03:51	5986.4805
43189.3201	-37.6	30/03/2018 07:41	5986.6402
43189.4653	-32	30/03/2018 11:10	5986.7854
43189.5236	-31	30/03/2018 12:34	5986.8437
43189.5493	-30.9	30/03/2018 13:11	5986.8694
43189.5833	-31.1	30/03/2018 14:00	5986.9034
43189.675	-32.7	30/03/2018 16:12	5986.9951
43189.8076	-34.4	30/03/2018 19:23	5987.1277
43190.1778	-36.4	31/03/2018 04:16	5987.4979
43190.2049	-36.7	31/03/2018 04:55	5987.525
43190.4931	-37.1	31/03/2018 11:50	5987.8132
43190.6632	-37.8	31/03/2018 15:55	5987.9833
43190.9826	-37.8	31/03/2018 23:35	5988.3027
43191.0007	-37.9	01/04/2018 00:01	5988.3208
43191.3229	-38.7	01/04/2018 07:45	5988.643
43192.5694	-39.7	02/04/2018 13:40	5989.8895
43192.6285	-40.2	02/04/2018 15:05	5989.9486
43192.6563	-39.9	02/04/2018 15:45	5989.9764
43192.9097	-40.5	02/04/2018 21:50	5990.2298
43193.9688	-41	03/04/2018 23:15	5991.2889
43194.066	-40.3	04/04/2018 01:35	5991.3861
43194.1319	-38.7	04/04/2018 03:10	5991.452
43194.1667	-37.5	04/04/2018 04:00	5991.4868
43194.2778	-30.9	04/04/2018 06:40	5991.5979
43194.3056	-30	04/04/2018 07:20	5991.6257
43194.3576	-27.3	04/04/2018 08:35	5991.6777
43194.3681	-26.6	04/04/2018 08:50	5991.6882
43194.3819	-25	04/04/2018 09:10	5991.702
43194.3924	-23	04/04/2018 09:25	5991.7125
43194.4201	-15.4	04/04/2018 10:05	5991.7402
43194.4479	-5.6	04/04/2018 10:45	5991.768
43194.4583	-1.6	04/04/2018 11:00	5991.7784
43194.4653	2.1	04/04/2018 11:10	5991.7854
43194.4688	4.7	04/04/2018 11:15	5991.7889
43194.4722	7.8	04/04/2018 11:20	5991.7923
43194.4826	18.2	04/04/2018 11:35	5991.8027
43194.4861	21	04/04/2018 11:40	5991.8062
43194.4896	23.1	04/04/2018 11:45	5991.8097
43194.4931	24.6	04/04/2018 11:50	5991.8132
43194.4965	25.5	04/04/2018 11:55	5991.8166
43194.5035	26.3	04/04/2018 12:05	5991.8236
43194.5139	25.6	04/04/2018 12:20	5991.834
43194.5278	23.7	04/04/2018 12:40	5991.8479
43194.5694	16.7	04/04/2018 13:40	5991.8895
43194.5868	14.2	04/04/2018 14:05	5991.9069
43194.6042	13.3	04/04/2018 14:30	5991.9243
43194.625	10.9	04/04/2018 15:00	5991.9451
43194.6632	7.4	04/04/2018 15:55	5991.9833
43194.6979	5.2	04/04/2018 16:45	5992.018
43194.7222	3.1	04/04/2018 17:20	5992.0423
43194.7639	0.3	04/04/2018 18:20	5992.084
43194.7847	-0.3	04/04/2018 18:50	5992.1048
43194.8125	-1.9	04/04/2018 19:30	5992.1326
43194.8472	-3.3	04/04/2018 20:20	5992.1673
43194.9063	-4.9	04/04/2018 21:45	5992.2264
43194.9583	-6.8	04/04/2018 23:00	5992.2784
43194.9757	-7	04/04/2018 23:25	5992.2958
43195	-7.8	05/04/2018 00:00	5992.3201
43195.0417	-8.5	05/04/2018 01:00	5992.3618
43195.0625	-8.5	05/04/2018 01:30	5992.3826
43195.125	-9.9	05/04/2018 03:00	5992.4451
43195.1771	-10.2	05/04/2018 04:15	5992.4972
43195.2118	-11	05/04/2018 05:05	5992.5319
43195.2326	-10.8	05/04/2018 05:35	5992.5527
43195.2708	-11	05/04/2018 06:30	5992.5909
43195.3264	-11.8	05/04/2018 07:50	5992.6465
43195.4132	-12.2	05/04/2018 09:55	5992.7333
43195.4549	-12.9	05/04/2018 10:55	5992.775
43195.5347	-13	05/04/2018 12:50	5992.8548
43195.5833	-13.7	05/04/2018 14:00	5992.9034
43195.8507	-14.3	05/04/2018 20:25	5993.1708
43195.9201	-14.8	05/04/2018 22:05	5993.2402
43195.9722	-14.8	05/04/2018 23:20	5993.2923
43196.0972	-15.5	06/04/2018 02:20	5993.4173
43196.1285	-15.4	06/04/2018 03:05	5993.4486
43196.2396	-16.3	06/04/2018 05:45	5993.5597
43196.5	-16.9	06/04/2018 12:00	5993.8201
43196.6146	-17.7	06/04/2018 14:45	5993.9347
43196.9444	-18.1	06/04/2018 22:40	5994.2645
43197.0868	-18.9	07/04/2018 02:05	5994.4069
43197.3785	-19.7	07/04/2018 09:05	5994.6986
43197.434	-20.2	07/04/2018 10:25	5994.7541
43197.4583	-19.9	07/04/2018 11:00	5994.7784
43197.5313	-20.4	07/04/2018 12:45	5994.8514
43197.5729	-20.2	07/04/2018 13:45	5994.893
43197.6111	-20.6	07/04/2018 14:40	5994.9312
43197.6389	-20.4	07/04/2018 15:20	5994.959
43197.8403	-21.1	07/04/2018 20:10	5995.1604
43197.934	-20.8	07/04/2018 22:25	5995.2541
43197.9583	-21.1	07/04/2018 23:00	5995.2784
43198.2049	-21.7	08/04/2018 04:55	5995.525
43198.2847	-22.2	08/04/2018 06:50	5995.6048
43198.3125	-22	08/04/2018 07:30	5995.6326
43198.3785	-22.3	08/04/2018 09:05	5995.6986
43198.4375	-21.8	08/04/2018 10:30	5995.7576
43198.4688	-21.9	08/04/2018 11:15	5995.7889
43198.5694	-20.7	08/04/2018 13:40	5995.8895
43198.6076	-20.6	08/04/2018 14:35	5995.9277
43198.6285	-21	08/04/2018 15:05	5995.9486
43198.6493	-20.9	08/04/2018 15:35	5995.9694
43198.7708	-22	08/04/2018 18:30	5996.0909
43198.9653	-22.7	08/04/2018 23:10	5996.2854
43199.2431	-23.5	09/04/2018 05:50	5996.5632
43199.5104	-23.6	09/04/2018 12:15	5996.8305
43199.6563	-22.1	09/04/2018 15:45	5996.9764
43199.8611	-17.9	09/04/2018 20:40	5997.1812
43199.8993	-17.7	09/04/2018 21:35	5997.2194
43200	-18.9	10/04/2018 00:00	5997.3201
43200.0139	-18.7	10/04/2018 00:20	5997.334
43200.0382	-17.6	10/04/2018 00:55	5997.3583
43200.0521	-16.6	10/04/2018 01:15	5997.3722
43200.0903	-12	10/04/2018 02:10	5997.4104
43200.1181	-9.7	10/04/2018 02:50	5997.4382
43200.1424	-6.8	10/04/2018 03:25	5997.4625
43200.1875	-2.3	10/04/2018 04:30	5997.5076
43200.2049	-1.6	10/04/2018 04:55	5997.525
43200.2326	-2	10/04/2018 05:35	5997.5527
43200.2431	-1.9	10/04/2018 05:50	5997.5632
43200.2674	-0.6	10/04/2018 06:25	5997.5875
43200.2882	-0.3	10/04/2018 06:55	5997.6083
43200.309	0.9	10/04/2018 07:25	5997.6291
43200.3229	1.3	10/04/2018 07:45	5997.643
43200.3403	1.1	10/04/2018 08:10	5997.6604
43200.4028	-1.4	10/04/2018 09:40	5997.7229
43200.4583	-2.3	10/04/2018 11:00	5997.7784
43200.5521	-4.5	10/04/2018 13:15	5997.8722
43200.7049	-6.3	10/04/2018 16:55	5998.025
43200.7778	-6.5	10/04/2018 18:40	5998.0979
43200.809	-5.8	10/04/2018 19:25	5998.1291
43200.8403	-5.9	10/04/2018 20:10	5998.1604
43200.8785	-4.6	10/04/2018 21:05	5998.1986
43200.9167	-4	10/04/2018 22:00	5998.2368
43200.9618	-4	10/04/2018 23:05	5998.2819
43201.059	-2.6	11/04/2018 01:25	5998.3791
43201.1007	-0.7	11/04/2018 02:25	5998.4208
43201.1563	3.2	11/04/2018 03:45	5998.4764
43201.1979	4.6	11/04/2018 04:45	5998.518
43201.2361	4.6	11/04/2018 05:40	5998.5562
43201.2639	3.7	11/04/2018 06:20	5998.584
43201.2882	3.3	11/04/2018 06:55	5998.6083
43201.3056	3.4	11/04/2018 07:20	5998.6257
43201.3264	2.7	11/04/2018 07:50	5998.6465
43201.3403	2.8	11/04/2018 08:10	5998.6604
43201.3681	2.2	11/04/2018 08:50	5998.6882
43201.434	2.9	11/04/2018 10:25	5998.7541
43201.4549	3.6	11/04/2018 10:55	5998.775
43201.4757	3.6	11/04/2018 11:25	5998.7958
43201.5069	4.6	11/04/2018 12:10	5998.827
43201.5556	5.2	11/04/2018 13:20	5998.8757
43201.6076	7.3	11/04/2018 14:35	5998.9277
43201.6597	11.4	11/04/2018 15:50	5998.9798
43201.7049	17.4	11/04/2018 16:55	5999.025
43201.7465	25.4	11/04/2018 17:55	5999.0666
43201.7639	27.7	11/04/2018 18:20	5999.084
43201.7743	29.6	11/04/2018 18:35	5999.0944
43201.7813	30.4	11/04/2018 18:45	5999.1014
43201.7951	30.7	11/04/2018 19:05	5999.1152
43201.809	31.7	11/04/2018 19:25	5999.1291
43201.8333	32.8	11/04/2018 20:00	5999.1534
43201.8611	33.3	11/04/2018 20:40	5999.1812
43201.8785	32.8	11/04/2018 21:05	5999.1986
43201.8958	33.8	11/04/2018 21:30	5999.2159
43201.9201	33	11/04/2018 22:05	5999.2402
43201.9618	34.9	11/04/2018 23:05	5999.2819
43201.9896	34.7	11/04/2018 23:45	5999.3097
43202.0069	35.1	12/04/2018 00:10	5999.327
43202.0139	34.9	12/04/2018 00:20	5999.334
43202.0278	33.7	12/04/2018 00:40	5999.3479
43202.0451	33	12/04/2018 01:05	5999.3652
43202.0903	32.5	12/04/2018 02:10	5999.4104
43202.1111	31.3	12/04/2018 02:40	5999.4312
43202.1354	31.7	12/04/2018 03:15	5999.4555
43202.1597	30.7	12/04/2018 03:50	5999.4798
43202.1806	30.4	12/04/2018 04:20	5999.5007
43202.2014	29.5	12/04/2018 04:50	5999.5215
43202.2153	29.2	12/04/2018 05:10	5999.5354
43202.2326	28.4	12/04/2018 05:35	5999.5527
43202.2535	28.2	12/04/2018 06:05	5999.5736
43202.2882	26.9	12/04/2018 06:55	5999.6083
43202.309	26.7	12/04/2018 07:25	5999.6291
43202.3264	25.7	12/04/2018 07:50	5999.6465
43202.3438	26	12/04/2018 08:15	5999.6639
43202.3611	25.4	12/04/2018 08:40	5999.6812
43202.3958	25.2	12/04/2018 09:30	5999.7159
43202.434	24.3	12/04/2018 10:25	5999.7541
43202.4549	24.5	12/04/2018 10:55	5999.775
43202.4757	24	12/04/2018 11:25	5999.7958
43202.4896	24.4	12/04/2018 11:45	5999.8097
43202.5069	23.8	12/04/2018 12:10	5999.827
43202.5278	24.2	12/04/2018 12:40	5999.8479
43202.5486	24.2	12/04/2018 13:10	5999.8687
43202.5694	24.5	12/04/2018 13:40	5999.8895
43202.5903	25.2	12/04/2018 14:10	5999.9104
43202.6146	25.4	12/04/2018 14:45	5999.9347
43202.6424	26.5	12/04/2018 15:25	5999.9625
43202.6771	27.1	12/04/2018 16:15	5999.9972
43202.7174	26.6	12/04/2018 17:13	6000.0375
43202.7326	26.1	12/04/2018 17:35	6000.0527
43202.7674	26.4	12/04/2018 18:25	6000.0875
43202.7847	26	12/04/2018 18:50	6000.1048
43202.8056	26.5	12/04/2018 19:20	6000.1257
43202.8264	26.2	12/04/2018 19:50	6000.1465
43202.8472	25.2	12/04/2018 20:20	6000.1673
43202.8681	25	12/04/2018 20:50	6000.1882
43202.8819	24.3	12/04/2018 21:10	6000.202
43202.9028	24.4	12/04/2018 21:40	6000.2229
43202.9549	23.2	12/04/2018 22:55	6000.275
43202.9757	23.6	12/04/2018 23:25	6000.2958
43202.9965	23.2	12/04/2018 23:55	6000.3166
43203.0139	23.2	13/04/2018 00:20	6000.334
43203.0347	22.2	13/04/2018 00:50	6000.3548
43203.0625	22.2	13/04/2018 01:30	6000.3826
43203.0799	21.4	13/04/2018 01:55	6000.4
43203.0938	21.3	13/04/2018 02:15	6000.4139
43203.1111	20.4	13/04/2018 02:40	6000.4312
43203.1493	21	13/04/2018 03:35	6000.4694
43203.1771	19.8	13/04/2018 04:15	6000.4972
43203.2014	19.9	13/04/2018 04:50	6000.5215
43203.2257	19.1	13/04/2018 05:25	6000.5458
43203.2535	19.4	13/04/2018 06:05	6000.5736
43203.2743	18.6	13/04/2018 06:35	6000.5944
43203.2882	18.7	13/04/2018 06:55	6000.6083
43203.309	18.2	13/04/2018 07:25	6000.6291
43203.3403	18.6	13/04/2018 08:10	6000.6604
43203.3785	18.1	13/04/2018 09:05	6000.6986
43203.3924	18.4	13/04/2018 09:25	6000.7125
43203.4097	18.2	13/04/2018 09:50	6000.7298
43203.441	19.1	13/04/2018 10:35	6000.7611
43203.4757	19.1	13/04/2018 11:25	6000.7958
43203.5208	18.3	13/04/2018 12:30	6000.8409
43203.5903	18.3	13/04/2018 14:10	6000.9104
