"Time [yyyy-MM-dd hh:mm:ss]","Q_maxpost [m3/s]","Q_param_low [[m3/s]","Q_param_high [m3/s]","Q_total_low [m3/s]","Q_total_high [m3/s]"
1928-11-28 07:00:00,51928.5,50667.0,52841.7,50371.3,53063.6
1928-11-29 07:00:00,52010.9,50661.8,53000.5,50514.0,53010.5
1928-11-30 07:00:00,52010.9,50637.4,52923.8,50323.9,53158.4
1928-12-01 07:00:00,52010.9,50658.0,52869.9,50570.4,53136.1
1928-12-02 07:00:00,52010.9,50668.6,52955.4,50435.3,53181.5
1928-12-03 07:00:00,52010.9,50697.4,52912.9,50512.6,53095.9
1928-12-04 07:00:00,51846.0,50553.5,52876.0,50306.7,52983.9
1928-12-05 07:00:00,51928.5,50509.0,52878.9,50246.6,53092.8
1928-12-06 07:00:00,52010.9,50673.2,52923.0,50394.9,53147.9
1928-12-07 07:00:00,52176.1,50971.3,53240.8,50701.6,53390.2
1928-12-08 07:00:00,52506.8,51148.7,53505.9,50947.3,53739.4
1928-12-09 07:00:00,52672.5,51402.7,53769.1,51075.5,53963.1
1928-12-10 07:00:00,52838.3,51519.1,53819.7,51299.6,53906.5
1928-12-11 07:00:00,53004.3,51705.1,53874.6,51322.1,54190.4
1928-12-12 07:00:00,53253.6,51917.7,54257.0,51549.8,54538.9
1928-12-13 07:00:00,53087.4,51814.7,54177.2,51464.1,54375.8
1928-12-14 07:00:00,53087.4,51849.4,54149.9,51553.7,54362.0
1928-12-15 07:00:00,53004.3,51617.5,53944.1,51386.5,54251.8
1928-12-16 07:00:00,52921.3,51534.9,53958.3,51298.8,54248.5
1928-12-17 07:00:00,52838.3,51526.1,53861.2,51198.1,53955.0
1928-12-18 07:00:00,52755.4,51351.3,53814.7,51122.2,53931.6
1928-12-19 07:00:00,52506.8,51119.9,53406.1,50871.1,53683.6
1928-12-20 07:00:00,52341.3,51093.9,53465.5,50863.5,53593.9
1928-12-21 07:00:00,52258.7,50834.1,53163.6,50604.3,53515.6
1928-12-22 07:00:00,52176.1,50883.3,53215.8,50655.7,53447.9
1928-12-23 07:00:00,52176.1,50777.5,53119.8,50555.7,53292.9
1928-12-24 07:00:00,51434.4,50007.4,52325.4,49713.1,52561.1
1928-12-25 07:00:00,51106.0,49880.7,52103.4,49627.4,52233.5
1928-12-26 07:00:00,50696.5,49361.1,51522.8,49088.2,51736.6
1928-12-27 07:00:00,50206.5,48985.5,51104.7,48735.0,51326.0
1928-12-28 07:00:00,49069.5,47755.7,49830.6,47559.8,49974.3
1928-12-29 07:00:00,49474.6,48228.4,50314.8,47844.3,50653.2
1928-12-30 07:00:00,49069.5,47757.5,49812.2,47573.4,50086.6
1928-12-31 07:00:00,48665.7,47284.4,49559.1,47070.9,49808.0
1929-01-01 07:00:00,48423.9,47217.2,49282.0,47002.8,49502.3
1929-01-02 07:00:00,48021.8,46744.2,48876.9,46472.0,49199.7
1929-01-03 07:00:00,48021.8,46850.6,48840.9,46628.0,49064.0
1929-01-04 07:00:00,47620.9,46434.1,48499.7,46235.4,48731.0
1929-01-05 07:00:00,46345.6,45175.2,47102.4,45016.4,47450.8
1929-01-06 07:00:00,46028.6,44835.9,46779.8,44537.4,47006.7
1929-01-07 07:00:00,45870.4,44677.0,46697.9,44338.2,46809.6
1929-01-08 07:00:00,45396.9,44276.2,46168.9,44072.2,46490.0
1929-01-09 07:00:00,44376.8,43237.1,45131.4,42953.5,45347.4
1929-01-10 07:00:00,44298.6,43249.1,45121.9,43002.9,45511.6
1929-01-11 07:00:00,44142.5,43037.4,44972.5,42692.8,45236.6
1929-01-12 07:00:00,43986.5,42900.5,44855.4,42761.2,45039.4
1929-01-13 07:00:00,43597.4,42636.2,44372.7,42377.6,44736.2
1929-01-14 07:00:00,43442.1,42234.3,44240.8,42061.3,44444.0
1929-01-15 07:00:00,43209.5,42123.6,43965.4,41888.0,44107.8
1929-01-16 07:00:00,42977.3,41857.3,43888.6,41658.5,44044.2
1929-01-17 07:00:00,42822.8,41751.8,43542.6,41624.9,43889.0
1929-01-18 07:00:00,42360.3,41258.9,43007.9,41023.5,43346.9
1929-01-19 07:00:00,42206.5,41101.6,42987.1,40751.4,43248.6
1929-01-20 07:00:00,41669.7,40700.8,42440.1,40464.3,42653.9
1929-01-21 07:00:00,41364.0,40385.4,42069.0,40182.5,42315.6
1929-01-22 07:00:00,40983.0,39955.3,41679.8,39688.8,41878.4
1929-01-23 07:00:00,40679.1,39663.6,41423.2,39495.6,41606.9
1929-01-24 07:00:00,40375.9,39462.0,41096.6,39195.0,41426.0
1929-01-25 07:00:00,40149.1,39187.3,40913.7,38876.0,41155.8
1929-01-26 07:00:00,39847.3,38807.5,40508.7,38576.2,40689.9
1929-01-27 07:00:00,39621.4,38594.1,40371.8,38340.0,40569.2
1929-01-28 07:00:00,39396.0,38469.6,40110.9,38195.3,40317.9
1929-01-29 07:00:00,39021.3,38067.7,39705.1,37873.5,39937.9
1929-01-30 07:00:00,38647.8,37723.8,39355.2,37472.8,39622.4
1929-01-31 07:00:00,37904.5,37013.1,38640.7,36797.9,38848.7
1929-02-01 07:00:00,37904.5,36922.7,38630.1,36694.8,38761.1
1929-02-02 07:00:00,37313.4,36325.8,37991.6,36123.1,38239.9
1929-02-03 07:00:00,37239.7,36276.9,38091.4,36059.4,38364.2
1929-02-04 07:00:00,37019.0,36044.3,37629.9,35785.8,37943.9
1929-02-05 07:00:00,36872.2,35870.7,37567.5,35525.8,37824.6
1929-02-06 07:00:00,36652.2,35709.9,37288.3,35422.3,37722.1
1929-02-07 07:00:00,36579.0,35725.7,37307.4,35492.0,37604.6
1929-02-08 07:00:00,36432.7,35463.9,37096.4,35185.7,37285.5
1929-02-09 07:00:00,36359.6,35475.5,37179.0,35255.5,37373.9
1929-02-10 07:00:00,36286.6,35366.1,36997.1,35124.2,37132.1
1929-02-11 07:00:00,36140.7,35276.2,36882.6,35044.1,37074.8
1929-02-12 07:00:00,35704.3,34835.3,36411.7,34630.7,36617.3
1929-02-13 07:00:00,35486.7,34569.2,36182.4,34367.3,36433.9
1929-02-14 07:00:00,35269.7,34130.6,35966.9,34031.5,36205.7
1929-02-15 07:00:00,35269.7,34319.8,35974.9,34112.9,36212.6
1929-02-16 07:00:00,35269.7,34404.3,35905.2,34126.2,36139.1
1929-02-17 07:00:00,35342.0,34260.3,36079.5,34177.3,36361.6
1929-02-18 07:00:00,35342.0,34351.6,36095.1,34143.1,36424.4
1929-02-19 07:00:00,35414.3,34410.8,36122.9,34179.1,36301.7
1929-02-20 07:00:00,35559.2,34579.1,36178.7,34397.2,36489.7
1929-02-21 07:00:00,35704.3,34783.7,36471.5,34555.4,36770.0
1929-02-22 07:00:00,35849.6,34908.9,36602.6,34653.4,36939.6
1929-02-23 07:00:00,35995.1,34961.9,36729.0,34776.9,36980.5
1929-02-24 07:00:00,36140.7,35251.8,36854.6,34988.1,37097.1
1929-02-25 07:00:00,36140.7,35251.3,36681.1,34998.4,36962.4
1929-02-26 07:00:00,36286.6,35307.3,36884.4,35141.5,37081.6
1929-02-27 07:00:00,36359.6,35445.2,37064.7,35150.4,37261.8
1929-02-28 07:00:00,36432.7,35499.3,37086.3,35251.2,37351.9
1929-03-01 07:00:00,36286.6,35342.8,36990.5,34977.8,37185.0
1929-03-02 07:00:00,36140.7,35212.1,36815.9,34938.8,37009.1
1929-03-03 07:00:00,35995.1,35000.5,36757.9,34832.7,36985.5
1929-03-04 07:00:00,35849.6,34936.1,36568.3,34738.9,36801.1
1929-03-05 07:00:00,35631.7,34581.9,36266.3,34494.9,36567.8
1929-03-06 07:00:00,35414.3,34464.8,36139.2,34285.2,36384.6
1929-03-07 07:00:00,35269.7,34354.0,35936.1,34162.6,36215.0
1929-03-08 07:00:00,35125.2,34244.0,35881.5,33900.6,36127.9
1929-03-09 07:00:00,34693.0,33823.1,35330.3,33627.2,35649.3
1929-03-10 07:00:00,34693.0,33707.0,35439.2,33414.7,35592.5
1929-03-11 07:00:00,34693.0,33789.8,35462.4,33640.9,35617.0
1929-03-12 07:00:00,34693.0,33651.6,35408.6,33550.2,35507.6
1929-03-13 07:00:00,34693.0,33769.4,35306.9,33457.6,35556.4
1929-03-14 07:00:00,34693.0,33803.3,35535.3,33594.9,35562.1
1929-03-15 07:00:00,34621.1,33778.2,35239.2,33520.4,35417.8
1929-03-16 07:00:00,34549.3,33549.4,35227.2,33420.5,35464.5
1929-03-17 07:00:00,34477.5,33570.8,35169.1,33315.2,35342.2
1929-03-18 07:00:00,34405.8,33551.8,35075.2,33367.7,35331.6
1929-03-19 07:00:00,34334.2,33429.9,35026.3,33176.6,35189.0
1929-03-20 07:00:00,34334.2,33440.7,34941.2,33243.7,35212.2
1929-03-21 07:00:00,34477.5,33608.5,35194.2,33493.4,35473.3
1929-03-22 07:00:00,34334.2,33434.1,35157.7,33130.6,35219.2
1929-03-23 07:00:00,33976.7,33100.2,34688.9,32847.2,34902.2
1929-03-24 07:00:00,34191.0,33180.8,34746.7,33068.8,35025.1
1929-03-25 07:00:00,34334.2,33532.2,35115.1,33255.4,35276.4
1929-03-26 07:00:00,34693.0,33754.9,35348.9,33609.6,35522.0
1929-03-27 07:00:00,35125.2,34296.5,36023.4,34093.1,36120.9
1929-03-28 07:00:00,35197.4,34190.3,35915.3,34002.2,36256.2
1929-03-29 07:00:00,35197.4,34214.6,35900.9,34125.4,36133.2
1929-03-30 07:00:00,34980.9,33999.9,35645.9,33837.1,35895.8
1929-03-31 07:00:00,34908.8,33968.1,35583.8,33860.5,35792.1
1929-04-01 07:00:00,34836.8,34005.1,35497.5,33647.0,35775.2
1929-04-02 07:00:00,34693.0,33830.0,35414.0,33447.7,35670.0
1929-04-03 07:00:00,34549.3,33658.8,35229.7,33541.1,35578.8
1929-04-04 07:00:00,34621.1,33658.1,35376.0,33493.1,35598.2
1929-04-05 07:00:00,34477.5,33596.1,35279.9,33427.6,35522.8
1929-04-06 07:00:00,34549.3,33596.6,35324.4,33324.1,35528.1
1929-04-07 07:00:00,34836.8,33951.0,35493.8,33730.1,35683.0
1929-04-08 07:00:00,35125.2,34158.0,35881.1,33963.7,36173.7
1929-04-09 07:00:00,35125.2,34282.7,35857.3,34068.0,36124.8
1929-04-10 07:00:00,35269.7,34289.0,36014.3,34198.1,36237.0
1929-04-11 07:00:00,35414.3,34483.0,36208.6,34172.3,36416.8
1929-04-12 07:00:00,35559.2,34668.5,36217.4,34583.2,36360.6
1929-04-13 07:00:00,35704.3,34864.4,36461.9,34605.7,36694.0
1929-04-14 07:00:00,35776.9,34769.8,36558.9,34496.4,36675.2
1929-04-15 07:00:00,35776.9,34855.3,36491.9,34635.6,36749.8
1929-04-16 07:00:00,35922.3,34914.6,36705.6,34792.7,36820.8
1929-04-17 07:00:00,35995.1,35069.5,36692.1,34909.8,36930.6
1929-04-18 07:00:00,35995.1,35120.8,36618.2,34887.1,36873.9
1929-04-19 07:00:00,35995.1,35108.2,36718.3,34899.8,36865.6
1929-04-20 07:00:00,35922.3,35003.4,36666.9,34869.5,36899.7
1929-04-21 07:00:00,35849.6,34864.5,36529.2,34706.8,36787.9
1929-04-22 07:00:00,35849.6,34979.1,36714.6,34700.1,36863.4
1929-04-23 07:00:00,36140.7,35183.1,36893.2,35025.3,37151.8
1929-04-24 07:00:00,36359.6,35434.4,37083.7,35164.8,37381.5
1929-04-25 07:00:00,36652.2,35626.2,37403.2,35291.7,37630.2
1929-04-26 07:00:00,36872.2,35921.0,37583.1,35634.1,37869.8
1929-04-27 07:00:00,37019.0,36090.6,37671.5,35822.9,37959.4
1929-04-28 07:00:00,37166.1,36197.8,37758.4,35924.7,38000.2
1929-04-29 07:00:00,37313.4,36393.4,38057.6,36134.2,38331.3
1929-04-30 07:00:00,37534.7,36600.1,38291.2,36355.5,38582.0
1929-05-01 07:00:00,37756.4,36801.4,38442.1,36588.0,38789.3
1929-05-02 07:00:00,37978.6,36898.1,38667.2,36785.1,38888.2
1929-05-03 07:00:00,38275.5,37201.4,39024.0,36965.1,39186.3
1929-05-04 07:00:00,38424.3,37462.3,39176.5,37087.3,39567.7
1929-05-05 07:00:00,38573.2,37567.3,39288.9,37283.6,39658.0
1929-05-06 07:00:00,38871.7,37787.5,39573.7,37547.9,39745.1
1929-05-07 07:00:00,38871.7,37912.4,39567.2,37758.8,39860.9
1929-05-08 07:00:00,38722.4,37772.2,39383.0,37472.2,39820.9
1929-05-09 07:00:00,38424.3,37479.5,39171.1,37302.8,39430.3
1929-05-10 07:00:00,38275.5,37353.5,39086.2,37142.5,39426.3
1929-05-11 07:00:00,38127.0,37214.0,38812.7,37015.1,38985.6
1929-05-12 07:00:00,38052.8,37101.6,38784.5,36970.5,38982.6
1929-05-13 07:00:00,37978.6,36978.4,38755.2,36583.6,38898.4
1929-05-14 07:00:00,37904.5,36844.2,38717.1,36593.2,38961.6
1929-05-15 07:00:00,37608.5,36616.0,38371.8,36466.0,38600.7
1929-05-16 07:00:00,37239.7,36243.8,37947.4,36112.3,38300.2
1929-05-17 07:00:00,37239.7,36278.5,38038.7,36157.9,38180.3
1929-05-18 07:00:00,36872.2,35959.6,37744.4,35678.1,37937.5
1929-05-19 07:00:00,36872.2,35942.1,37624.1,35718.0,37999.1
1929-05-20 07:00:00,36872.2,35882.9,37566.2,35653.5,37835.8
1929-05-21 07:00:00,36872.2,35844.0,37639.3,35662.7,37702.2
1929-05-22 07:00:00,36872.2,35934.7,37585.7,35855.1,37874.7
1929-05-23 07:00:00,36872.2,35915.5,37551.5,35669.6,37938.3
1929-05-24 07:00:00,36872.2,35798.5,37593.4,35679.3,37809.4
1929-05-25 07:00:00,36725.5,35656.6,37430.4,35431.5,37708.1
1929-05-26 07:00:00,36505.8,35574.4,37177.4,35380.4,37383.4
1929-05-27 07:00:00,36505.8,35478.1,37250.5,35226.1,37470.6
1929-05-28 07:00:00,36432.7,35511.3,37127.5,35395.0,37403.5
1929-05-29 07:00:00,36359.6,35404.9,36991.9,35154.0,37157.4
1929-05-30 07:00:00,36359.6,35390.2,37055.0,35149.0,37263.8
1929-05-31 07:00:00,36286.6,35404.4,36908.5,35133.4,37073.8
1929-06-01 07:00:00,36213.7,35219.7,36982.3,34977.9,37058.2
1929-06-02 07:00:00,36213.7,35333.8,36916.6,35123.5,37101.0
1929-06-03 07:00:00,36286.6,35355.1,36971.2,35083.4,37252.5
1929-06-04 07:00:00,35995.1,35122.1,36704.3,34994.7,36851.2
1929-06-05 07:00:00,35704.3,34753.3,36367.3,34505.8,36602.2
1929-06-06 07:00:00,35559.2,34565.3,36255.4,34337.3,36476.5
1929-06-07 07:00:00,35125.2,34155.3,35853.0,33982.8,36019.8
1929-06-08 07:00:00,34693.0,33752.7,35432.6,33535.2,35667.9
1929-06-09 07:00:00,34119.5,33183.9,34807.4,33039.7,35093.6
1929-06-10 07:00:00,33620.4,32668.6,34343.8,32524.0,34506.5
1929-06-11 07:00:00,33265.5,32310.5,34060.6,32178.9,34155.8
1929-06-12 07:00:00,32911.8,32001.1,33643.6,31689.5,33895.8
1929-06-13 07:00:00,32559.4,31738.9,33180.9,31539.4,33451.8
1929-06-14 07:00:00,32489.1,31502.8,33260.2,31342.3,33566.7
1929-06-15 07:00:00,32489.1,31636.2,33252.1,31439.0,33365.8
1929-06-16 07:00:00,32418.8,31586.4,33115.8,31401.8,33275.5
1929-06-17 07:00:00,32348.6,31412.8,33102.6,31154.2,33369.6
1929-06-18 07:00:00,32208.4,31270.9,33043.9,31048.6,33282.7
1929-06-19 07:00:00,32278.5,31414.4,32980.5,31133.0,33107.9
1929-06-20 07:00:00,32278.5,31358.1,32958.1,31153.2,33308.8
1929-06-21 07:00:00,32418.8,31620.9,33153.7,31425.6,33291.4
1929-06-22 07:00:00,32911.8,31946.5,33690.6,31739.5,33844.0
1929-06-23 07:00:00,32982.4,32146.0,33814.1,31862.3,34101.1
1929-06-24 07:00:00,33123.9,32205.6,33865.3,32037.0,33979.6
1929-06-25 07:00:00,33407.3,32418.5,34225.0,32262.0,34380.2
1929-06-26 07:00:00,33407.3,32456.9,34246.6,32244.6,34446.2
1929-06-27 07:00:00,33620.4,32748.9,34269.0,32452.7,34458.3
1929-06-28 07:00:00,33762.8,32929.2,34529.1,32605.5,34706.6
1929-06-29 07:00:00,33691.6,32738.9,34384.9,32557.7,34627.1
1929-06-30 07:00:00,33620.4,32722.6,34359.8,32550.6,34581.3
1929-07-01 07:00:00,33549.3,32695.3,34233.2,32505.8,34500.5
1929-07-02 07:00:00,33478.3,32609.0,34155.2,32339.1,34388.6
1929-07-03 07:00:00,33478.3,32528.3,34281.7,32386.2,34460.0
1929-07-04 07:00:00,33265.5,32255.4,33938.1,31972.7,34241.7
1929-07-05 07:00:00,33123.9,32283.0,33838.2,31957.3,34095.8
1929-07-06 07:00:00,33123.9,32303.9,33729.0,32145.2,34154.5
1929-07-07 07:00:00,33123.9,32204.2,33870.8,32032.1,34075.5
1929-07-08 07:00:00,32982.4,32073.0,33605.4,31878.5,33961.7
1929-07-09 07:00:00,32700.2,31870.5,33482.5,31598.3,33635.5
1929-07-10 07:00:00,31928.4,30983.8,32598.9,30792.0,32764.1
1929-07-11 07:00:00,31440.5,30636.3,32223.1,30421.5,32442.2
1929-07-12 07:00:00,31232.2,30435.9,31967.5,30238.5,32115.2
1929-07-13 07:00:00,30541.3,29655.9,31269.5,29566.5,31375.4
1929-07-14 07:00:00,30266.4,29435.3,30959.6,29217.2,31221.5
1929-07-15 07:00:00,29855.7,28961.9,30574.7,28849.6,30721.9
1929-07-16 07:00:00,29514.8,28690.4,30236.4,28561.2,30472.6
1929-07-17 07:00:00,29311.0,28501.2,30019.8,28233.6,30206.2
1929-07-18 07:00:00,29039.9,28267.2,29744.7,28025.9,29934.0
1929-07-19 07:00:00,28769.7,27864.4,29420.9,27756.8,29752.6
1929-07-20 07:00:00,28231.9,27464.8,28962.4,27181.5,29107.5
1929-07-21 07:00:00,27498.0,26745.7,28271.1,26544.2,28501.4
1929-07-22 07:00:00,27431.6,26532.5,28127.8,26339.9,28354.2
1929-07-23 07:00:00,27166.7,26350.5,27981.9,26151.8,28244.9
1929-07-24 07:00:00,26902.5,26094.1,27746.6,25856.2,27933.7
1929-07-25 07:00:00,26639.3,25816.1,27451.9,25572.9,27626.0
1929-07-26 07:00:00,26442.4,25532.8,27185.8,25409.6,27290.7
1929-07-27 07:00:00,26311.5,25430.1,27148.6,25259.0,27317.9
1929-07-28 07:00:00,26311.5,25546.9,27161.8,25314.0,27369.0
1929-07-29 07:00:00,26246.1,25389.8,27044.9,25199.3,27190.1
1929-07-30 07:00:00,26180.8,25298.0,26909.2,25249.9,27076.5
1929-07-31 07:00:00,26115.5,25229.2,26855.9,25062.1,27011.8
1929-08-01 07:00:00,26311.5,25418.1,27041.7,25231.0,27364.6
1929-08-02 07:00:00,26508.0,25750.3,27257.1,25560.5,27522.5
1929-08-03 07:00:00,26902.5,26019.2,27560.1,25857.1,27808.1
1929-08-04 07:00:00,27166.7,26312.0,27898.9,26242.9,28051.8
1929-08-05 07:00:00,28164.9,27263.7,29004.2,27079.3,29161.7
1929-08-06 07:00:00,28769.7,27900.0,29501.1,27775.8,29749.7
1929-08-07 07:00:00,29378.9,28474.8,30131.8,28313.0,30384.1
1929-08-08 07:00:00,29924.0,29132.8,30565.2,28981.3,30836.5
1929-08-09 07:00:00,30197.8,29324.9,30844.2,29035.9,31079.3
1929-08-10 07:00:00,30266.4,29443.6,30970.9,29307.0,31221.5
1929-08-11 07:00:00,30541.3,29704.4,31175.8,29454.7,31453.9
1929-08-12 07:00:00,30679.1,29836.6,31347.2,29712.8,31511.0
1929-08-13 07:00:00,30817.0,29909.2,31494.3,29777.1,31682.5
1929-08-14 07:00:00,30886.1,30082.8,31561.3,29880.4,31750.8
1929-08-15 07:00:00,31093.6,30264.5,31869.0,29993.7,32047.2
1929-08-16 07:00:00,31232.2,30336.4,31935.2,30174.5,32149.0
1929-08-17 07:00:00,31232.2,30356.2,32012.1,30115.4,32231.0
1929-08-18 07:00:00,31440.5,30598.6,32194.3,30393.7,32357.6
1929-08-19 07:00:00,31649.3,30769.5,32328.6,30603.4,32628.9
1929-08-20 07:00:00,31858.6,30973.6,32595.5,30797.2,32822.3
1929-08-21 07:00:00,31998.3,31062.0,32793.5,30805.8,33017.2
1929-08-22 07:00:00,32208.4,31329.9,32832.5,31051.4,32994.0
1929-08-23 07:00:00,32418.8,31577.4,33168.2,31230.3,33354.6
1929-08-24 07:00:00,32700.2,31776.3,33324.3,31529.1,33610.0
1929-08-25 07:00:00,32911.8,32133.3,33597.0,31906.8,33809.8
1929-08-26 07:00:00,33123.9,32130.5,34016.1,31802.9,34081.4
1929-08-27 07:00:00,33265.5,32316.0,33863.2,32190.9,34080.3
1929-08-28 07:00:00,33478.3,32693.2,34109.6,32341.6,34370.8
1929-08-29 07:00:00,33691.6,32876.5,34352.5,32582.2,34689.9
1929-08-30 07:00:00,33762.8,32895.7,34390.4,32767.5,34737.8
1929-08-31 07:00:00,33834.0,32934.9,34552.4,32865.9,34969.0
1929-09-01 07:00:00,33905.3,33068.5,34599.8,32818.0,34862.2
1929-09-02 07:00:00,34048.1,33137.5,34818.3,33004.6,34983.8
1929-09-03 07:00:00,34334.2,33496.2,35011.6,33191.1,35196.2
1929-09-04 07:00:00,34405.8,33533.0,35040.5,33335.4,35337.4
1929-09-05 07:00:00,34477.5,33526.3,35108.4,33358.0,35307.6
1929-09-06 07:00:00,34621.1,33679.6,35327.9,33462.8,35562.1
1929-09-07 07:00:00,34836.8,34053.5,35593.4,33717.6,35848.1
1929-09-08 07:00:00,34980.9,34074.4,35688.7,33805.8,35978.4
1929-09-09 07:00:00,35125.2,34240.7,35768.4,33939.9,36126.7
1929-09-10 07:00:00,35342.0,34472.1,36034.6,34228.0,36226.0
1929-09-11 07:00:00,35776.9,34833.9,36347.5,34685.5,36761.9
1929-09-12 07:00:00,35995.1,35005.7,36683.1,34788.7,36915.1
1929-09-13 07:00:00,36286.6,35343.8,36923.6,34973.2,37297.4
1929-09-14 07:00:00,36579.0,35634.3,37289.1,35280.2,37499.3
1929-09-15 07:00:00,36872.2,36017.9,37602.8,35638.6,37684.9
1929-09-16 07:00:00,37239.7,36326.1,37993.6,36133.9,38116.4
1929-09-17 07:00:00,37756.4,36878.9,38484.7,36695.0,38800.7
1929-09-18 07:00:00,38052.8,37109.6,38715.1,36920.3,39009.6
1929-09-19 07:00:00,38275.5,37293.8,39028.5,37007.5,39221.5
1929-09-20 07:00:00,38424.3,37450.1,39235.0,37091.7,39408.9
1929-09-21 07:00:00,38498.7,37581.7,39286.4,37329.6,39471.4
1929-09-22 07:00:00,38647.8,37640.9,39300.6,37398.5,39519.1
1929-09-23 07:00:00,38722.4,37798.8,39467.4,37518.0,39703.8
1929-09-24 07:00:00,38797.0,37724.6,39512.7,37442.5,39699.4
1929-09-25 07:00:00,38871.7,37943.8,39545.3,37743.5,39842.8
1929-09-26 07:00:00,39021.3,38088.7,39732.7,37805.5,39946.5
1929-09-27 07:00:00,39171.0,38133.4,39931.3,37840.2,40187.6
1929-09-28 07:00:00,39320.9,38210.9,40030.8,37971.5,40223.9
1929-09-29 07:00:00,39471.1,38452.4,40234.2,38228.2,40491.4
1929-09-30 07:00:00,39696.6,38693.9,40365.2,38500.1,40705.8
1929-10-01 07:00:00,39771.9,38755.5,40586.1,38568.5,40850.6
1929-10-02 07:00:00,40149.1,39126.9,40907.6,38863.7,41141.2
1929-10-03 07:00:00,40375.9,39336.1,41095.4,39071.5,41385.5
1929-10-04 07:00:00,40679.1,39593.0,41319.6,39372.1,41549.5
1929-10-05 07:00:00,40983.0,39876.0,41722.4,39746.3,41993.6
1929-10-06 07:00:00,41059.1,40028.3,41831.0,39555.7,41968.7
1929-10-07 07:00:00,41135.3,40152.6,41903.5,39805.7,42358.0
1929-10-08 07:00:00,41287.7,40212.8,42073.4,39919.5,42311.7
1929-10-09 07:00:00,41364.0,40431.3,42142.5,40069.3,42357.5
1929-10-10 07:00:00,41440.4,40408.9,42245.2,40055.8,42468.8
1929-10-11 07:00:00,41593.2,40543.9,42525.9,40398.6,42601.0
1929-10-12 07:00:00,41669.7,40647.1,42550.7,40406.8,42836.5
1929-10-13 07:00:00,41746.2,40653.0,42450.1,40425.4,42732.2
1929-10-14 07:00:00,41746.2,40721.7,42516.7,40502.8,42704.7
1929-10-15 07:00:00,41746.2,40679.0,42446.5,40450.9,42754.8
1929-10-16 07:00:00,41822.8,40637.2,42455.6,40443.9,42720.2
1929-10-17 07:00:00,41822.8,40780.2,42510.1,40517.9,42777.7
1929-10-18 07:00:00,42052.9,40958.9,42845.9,40746.5,43122.2
1929-10-19 07:00:00,42206.5,41011.5,42907.3,40728.1,43078.2
1929-10-20 07:00:00,42360.3,41332.8,43102.6,40973.5,43372.9
1929-10-21 07:00:00,42514.2,41445.1,43236.3,41141.1,43498.5
1929-10-22 07:00:00,42745.6,41640.0,43500.1,41478.6,43728.5
1929-10-23 07:00:00,43054.7,41895.6,43700.3,41709.7,43903.7
1929-10-24 07:00:00,43442.1,42295.7,44250.1,42185.9,44536.1
1929-10-25 07:00:00,43830.7,42726.6,44544.0,42532.9,44860.7
1929-10-26 07:00:00,44142.5,42905.1,44913.8,42712.6,45227.2
1929-10-27 07:00:00,44298.6,43155.8,45019.5,42972.1,45250.3
1929-10-28 07:00:00,44533.2,43538.5,45334.5,43217.4,45571.4
1929-10-29 07:00:00,44689.8,43500.4,45442.3,43317.1,45782.3
1929-10-30 07:00:00,45082.2,43973.8,45895.5,43699.0,46158.7
1929-10-31 07:00:00,45475.7,44309.3,46240.7,44151.0,46373.9
1929-11-01 07:00:00,45870.4,44691.3,46773.6,44414.4,47049.1
1929-11-02 07:00:00,46266.3,45132.1,47067.6,44879.7,47228.8
1929-11-03 07:00:00,46663.3,45442.3,47533.0,45282.9,47891.7
1929-11-04 07:00:00,47221.1,45993.2,48170.6,45641.7,48376.6
1929-11-05 07:00:00,47941.5,46846.1,48759.4,46451.3,48928.1
1929-11-06 07:00:00,48343.4,47086.9,49271.2,46927.8,49410.5
1929-11-07 07:00:00,49069.5,47766.7,49902.8,47598.6,50162.0
1929-11-08 07:00:00,49636.9,48386.0,50494.9,48149.7,50921.1
1929-11-09 07:00:00,49799.4,48497.1,50664.6,48217.4,50849.3
1929-11-10 07:00:00,50696.5,49350.0,51623.7,49188.8,51813.2
1929-11-11 07:00:00,51106.0,49761.5,51974.6,49505.4,52292.8
1929-11-12 07:00:00,51434.4,50054.5,52318.0,49823.3,52490.1
1929-11-13 07:00:00,51763.6,50428.8,52661.9,50161.4,52896.6
1929-11-14 07:00:00,52010.9,50689.6,52995.5,50449.9,53311.4
1929-11-15 07:00:00,52258.7,50799.0,53191.9,50670.5,53441.2
1929-11-16 07:00:00,52672.5,51361.0,53662.0,51024.8,53897.4
1929-11-17 07:00:00,52838.3,51482.5,53792.6,51144.6,54052.2
1929-11-18 07:00:00,53253.6,51751.3,54267.1,51579.2,54578.8
1929-11-19 07:00:00,53503.4,52191.8,54734.9,51959.9,54817.7
1929-11-20 07:00:00,53670.1,52270.3,54665.5,51840.7,54925.8
1929-11-21 07:00:00,53920.5,52553.1,54890.7,52248.2,55131.2
1929-11-22 07:00:00,54171.3,52715.5,55294.6,52585.5,55417.3
1929-11-23 07:00:00,54338.7,53125.7,55479.9,52786.1,55664.0
1929-11-24 07:00:00,54506.3,53148.9,55641.0,52901.4,56021.5
1929-11-25 07:00:00,54758.0,53317.2,55914.4,53047.9,56130.2
1929-11-26 07:00:00,54842.0,53389.1,56039.3,53369.6,56352.7
1929-11-27 07:00:00,54926.0,53552.9,56062.1,53164.7,56315.6
1929-11-28 07:00:00,55094.2,53792.4,56248.5,53458.6,56689.9
