"Time [yyyy-MM-dd hh:mm:ss]","Q_maxpost [m3/s]","Q_param_low [[m3/s]","Q_param_high [m3/s]","Q_total_low [m3/s]","Q_total_high [m3/s]"
1973-05-14 07:00:00,35414.3,34710.4,35828.2,34379.2,36143.3
1973-05-15 07:00:00,35486.7,34850.3,35947.9,34580.4,36212.9
1973-05-16 07:00:00,35559.2,34928.6,35989.8,34680.3,36340.6
1973-05-17 07:00:00,35559.2,34913.4,35963.3,34554.3,36420.1
1973-05-18 07:00:00,35631.7,35017.9,36091.3,34669.5,36563.5
1973-05-19 07:00:00,35704.3,35077.2,36173.8,34794.5,36419.5
1973-05-20 07:00:00,35776.9,35166.3,36226.4,34809.0,36634.7
1973-05-21 07:00:00,35776.9,35146.1,36194.2,34819.9,36536.8
1973-05-22 07:00:00,35922.3,35189.4,36347.5,34959.3,36710.1
1973-05-23 07:00:00,35995.1,35335.7,36419.4,34974.6,36703.5
1973-05-24 07:00:00,36067.9,35372.2,36547.9,35126.6,36842.8
1973-05-25 07:00:00,36067.9,35324.8,36534.6,35127.1,36848.4
1973-05-26 07:00:00,36140.7,35467.3,36526.6,35035.5,36864.1
1973-05-27 07:00:00,36213.7,35534.0,36658.0,35238.5,36975.8
1973-05-28 07:00:00,36140.7,35451.8,36554.4,35185.9,36921.0
1973-05-29 07:00:00,35995.1,35309.9,36513.9,34891.0,36807.5
1973-05-30 07:00:00,35849.6,35163.8,36280.1,34830.1,36648.1
1973-05-31 07:00:00,35631.7,34933.3,36032.5,34606.6,36300.5
1973-06-01 07:00:00,35486.7,34885.6,35977.8,34629.7,36240.5
1973-06-02 07:00:00,35342.0,34666.4,35787.5,34499.6,36086.6
1973-06-03 07:00:00,35269.7,34650.7,35681.7,34225.1,36120.9
1973-06-04 07:00:00,35197.4,34499.7,35601.5,34165.4,36078.5
1973-06-05 07:00:00,35125.2,34437.8,35569.7,34170.8,35877.3
1973-06-06 07:00:00,35053.0,34418.9,35474.4,34217.3,35748.7
1973-06-07 07:00:00,34980.9,34369.6,35394.6,34034.1,35652.8
1973-06-08 07:00:00,34764.9,34037.7,35260.6,33684.3,35773.1
1973-06-09 07:00:00,34549.3,33849.0,34968.8,33622.0,35220.2
1973-06-10 07:00:00,34334.2,33739.9,34774.8,33364.1,35099.9
1973-06-11 07:00:00,34119.5,33522.3,34556.9,33227.9,34825.7
1973-06-12 07:00:00,33905.3,33257.0,34353.6,32829.5,34557.6
1973-06-13 07:00:00,33691.6,33045.0,34117.5,32742.1,34459.8
1973-06-14 07:00:00,33478.3,32879.0,33952.6,32611.1,34206.0
1973-06-15 07:00:00,33123.9,32508.1,33642.5,32082.4,33911.3
1973-06-16 07:00:00,32770.7,32070.8,33172.1,31846.0,33442.8
1973-06-17 07:00:00,32559.4,31940.6,33060.4,31646.2,33290.2
1973-06-18 07:00:00,32278.5,31662.1,32706.7,31457.6,33041.9
1973-06-19 07:00:00,32068.3,31420.1,32573.0,31195.9,32822.8
1973-06-20 07:00:00,31858.6,31242.2,32335.1,30984.4,32597.0
1973-06-21 07:00:00,31649.3,31028.8,32094.1,30816.9,32357.4
1973-06-22 07:00:00,31371.1,30762.1,31851.9,30476.3,32181.7
1973-06-23 07:00:00,31162.9,30530.8,31613.4,30266.2,31957.6
1973-06-24 07:00:00,30886.1,30299.4,31400.8,30019.5,31631.4
1973-06-25 07:00:00,30679.1,30051.1,31128.9,29816.5,31408.9
1973-06-26 07:00:00,30266.4,29627.9,30773.4,29354.5,30952.1
1973-06-27 07:00:00,29992.4,29397.1,30463.9,29115.1,30904.1
1973-06-28 07:00:00,29787.4,29175.3,30281.8,28820.3,30568.7
1973-06-29 07:00:00,29514.8,28846.4,30003.3,28600.5,30358.8
1973-06-30 07:00:00,29311.0,28661.8,29772.8,28424.8,30067.2
1973-07-01 07:00:00,29107.6,28502.9,29578.9,28295.6,29893.9
1973-07-02 07:00:00,28837.2,28200.9,29313.0,27879.6,29577.4
1973-07-03 07:00:00,28634.9,28057.2,29110.1,27763.3,29463.8
1973-07-04 07:00:00,28366.0,27731.8,28838.0,27507.4,29125.7
1973-07-05 07:00:00,28098.0,27453.1,28585.2,27197.7,28901.3
1973-07-06 07:00:00,27897.5,27191.2,28393.3,27022.6,28697.0
1973-07-07 07:00:00,27697.5,27049.7,28172.7,26881.6,28533.1
1973-07-08 07:00:00,27498.0,26834.2,28031.7,26734.7,28243.4
1973-07-09 07:00:00,27232.8,26557.9,27758.9,26219.2,27992.4
1973-07-10 07:00:00,26968.5,26342.7,27521.5,26079.7,27675.4
1973-07-11 07:00:00,26836.6,26201.5,27383.9,26071.7,27534.4
1973-07-12 07:00:00,26639.3,26002.2,27156.3,25782.9,27473.1
1973-07-13 07:00:00,26376.9,25742.0,26896.0,25557.3,27108.4
1973-07-14 07:00:00,26115.5,25435.9,26666.8,25198.8,26894.0
1973-07-15 07:00:00,25920.0,25260.6,26444.1,24985.2,26755.7
1973-07-16 07:00:00,25724.9,25075.5,26207.1,24833.8,26497.5
1973-07-17 07:00:00,25530.4,24894.1,26069.9,24653.8,26329.3
1973-07-18 07:00:00,25401.0,24778.8,25993.8,24542.7,26096.5
1973-07-19 07:00:00,25207.3,24580.0,25745.3,24379.5,26023.6
1973-07-20 07:00:00,25014.2,24321.8,25565.0,24085.8,25807.2
1973-07-21 07:00:00,24693.4,24096.1,25302.9,23843.4,25455.8
1973-07-22 07:00:00,24437.7,23787.7,25031.9,23551.2,25252.5
1973-07-23 07:00:00,24246.6,23525.2,24815.0,23332.3,25116.5
1973-07-24 07:00:00,23992.5,23384.1,24553.3,23187.9,24776.4
1973-07-25 07:00:00,23865.8,23198.8,24474.8,22857.6,24646.2
1973-07-26 07:00:00,23739.4,23019.2,24304.9,22848.3,24531.7
1973-07-27 07:00:00,23676.2,23010.4,24291.6,22873.1,24523.3
1973-07-28 07:00:00,23676.2,22964.6,24256.7,22869.3,24532.5
1973-07-29 07:00:00,23613.2,22899.1,24203.1,22667.9,24489.8
1973-07-30 07:00:00,23550.1,22797.3,24098.3,22715.6,24225.7
1973-07-31 07:00:00,23550.1,22881.1,24113.4,22609.4,24344.9
1973-08-01 07:00:00,23550.1,22876.1,24151.3,22637.4,24405.7
1973-08-02 07:00:00,23613.2,23003.8,24222.9,22847.4,24432.8
1973-08-03 07:00:00,23739.4,23000.9,24329.0,22883.5,24605.0
1973-08-04 07:00:00,23865.8,23201.7,24442.0,22931.5,24607.1
1973-08-05 07:00:00,23992.5,23271.4,24565.0,23136.5,24830.6
1973-08-06 07:00:00,24056.0,23368.1,24629.3,23054.1,24817.9
1973-08-07 07:00:00,24119.4,23485.5,24740.8,23322.9,24937.5
1973-08-08 07:00:00,24119.4,23427.2,24707.9,23351.9,24987.6
1973-08-09 07:00:00,24183.0,23473.6,24810.2,23283.5,24949.7
1973-08-10 07:00:00,24246.6,23526.8,24810.0,23264.5,25088.8
1973-08-11 07:00:00,24373.9,23621.4,24932.0,23443.1,25174.2
1973-08-12 07:00:00,24501.5,23821.1,25079.9,23700.1,25419.3
1973-08-13 07:00:00,24757.4,24083.6,25259.9,23946.0,25585.9
1973-08-14 07:00:00,25142.9,24494.3,25650.1,24308.3,25996.3
1973-08-15 07:00:00,25530.4,24932.8,26073.6,24665.2,26365.9
1973-08-16 07:00:00,25789.9,25096.1,26295.8,24898.2,26518.7
1973-08-17 07:00:00,26050.2,25368.6,26549.6,25241.0,26784.7
1973-08-18 07:00:00,26376.9,25727.7,26936.6,25533.8,27172.1
1973-08-19 07:00:00,26639.3,25960.1,27181.6,25745.3,27390.8
1973-08-20 07:00:00,26902.5,26208.9,27413.7,26000.8,27703.8
1973-08-21 07:00:00,27166.7,26537.0,27715.3,26269.4,27932.4
1973-08-22 07:00:00,27365.3,26697.8,27893.8,26450.3,28101.9
1973-08-23 07:00:00,27631.0,27001.0,28142.8,26780.8,28410.5
1973-08-24 07:00:00,27897.5,27223.7,28415.4,26995.9,28597.2
1973-08-25 07:00:00,28366.0,27714.0,28844.4,27517.4,29151.3
1973-08-26 07:00:00,29039.9,28413.4,29522.0,28203.4,29829.6
1973-08-27 07:00:00,29582.9,28985.0,30078.5,28750.9,30375.9
1973-08-28 07:00:00,30060.8,29437.4,30532.2,29106.6,30769.4
1973-08-29 07:00:00,30403.8,29733.5,30927.4,29613.0,31219.9
1973-08-30 07:00:00,30679.1,30017.5,31189.2,29662.7,31320.5
1973-08-31 07:00:00,30955.2,30329.8,31399.8,29985.9,31763.5
1973-09-01 07:00:00,31162.9,30514.1,31625.0,30261.5,31916.9
1973-09-02 07:00:00,31301.6,30610.5,31751.0,30320.3,32165.0
1973-09-03 07:00:00,31440.5,30823.0,31878.7,30538.9,32162.2
1973-09-04 07:00:00,31649.3,31018.3,32107.1,30803.5,32502.5
1973-09-05 07:00:00,31858.6,31212.1,32370.0,31076.7,32575.1
1973-09-06 07:00:00,31998.3,31360.8,32514.5,31098.5,32831.0
1973-09-07 07:00:00,32138.3,31434.2,32555.9,31215.9,32872.8
1973-09-08 07:00:00,32278.5,31617.4,32704.1,31336.9,33059.8
1973-09-09 07:00:00,32348.6,31685.3,32807.9,31473.2,33128.2
1973-09-10 07:00:00,32418.8,31802.6,32836.3,31548.4,33132.3
1973-09-11 07:00:00,32559.4,31899.5,32970.0,31603.7,33273.5
1973-09-12 07:00:00,32700.2,32100.7,33153.9,31844.6,33545.7
1973-09-13 07:00:00,32841.2,32162.5,33221.9,31838.1,33566.4
1973-09-14 07:00:00,32982.4,32348.1,33473.1,32127.5,33702.0
1973-09-15 07:00:00,33265.5,32623.1,33712.6,32338.7,33996.7
1973-09-16 07:00:00,33620.4,32985.7,34118.0,32729.6,34388.5
1973-09-17 07:00:00,33905.3,33263.7,34389.8,33040.6,34661.5
1973-09-18 07:00:00,34191.0,33585.2,34620.0,33266.2,34855.6
1973-09-19 07:00:00,34549.3,33904.5,34977.2,33648.6,35262.6
1973-09-20 07:00:00,34764.9,34167.8,35316.6,33809.5,35520.9
1973-09-21 07:00:00,34980.9,34339.0,35397.7,34021.8,35639.1
1973-09-22 07:00:00,35197.4,34534.5,35651.9,34187.1,35981.2
1973-09-23 07:00:00,35631.7,34947.4,36054.5,34632.5,36401.7
1973-09-24 07:00:00,36140.7,35437.2,36588.8,34977.6,36967.1
1973-09-25 07:00:00,36432.7,35756.4,36831.8,35458.6,37197.3
1973-09-26 07:00:00,36725.5,36107.4,37117.5,35680.2,37500.0
1973-09-27 07:00:00,36872.2,36192.2,37309.0,35818.8,37676.9
1973-09-28 07:00:00,37092.6,36434.7,37584.9,36089.6,37857.3
1973-09-29 07:00:00,37313.4,36659.9,37747.7,36258.0,38066.9
1973-09-30 07:00:00,37460.9,36804.8,37908.4,36369.6,38236.0
1973-10-01 07:00:00,37534.7,36880.7,37970.6,36565.7,38458.4
1973-10-02 07:00:00,37608.5,36938.7,38038.4,36542.4,38240.1
1973-10-03 07:00:00,37830.4,37102.3,38278.1,36770.5,38643.6
1973-10-04 07:00:00,38052.8,37345.7,38498.9,37049.4,38814.0
1973-10-05 07:00:00,38275.5,37548.4,38681.7,37287.6,39094.0
1973-10-06 07:00:00,38498.7,37818.2,38947.2,37392.1,39138.7
1973-10-07 07:00:00,38871.7,38060.0,39305.4,37872.0,39581.0
1973-10-08 07:00:00,39171.0,38435.5,39579.5,38064.9,39797.7
1973-10-09 07:00:00,39471.1,38699.2,39950.9,38434.8,40231.5
1973-10-10 07:00:00,39847.3,39084.1,40318.4,38830.6,40575.4
1973-10-11 07:00:00,40224.6,39493.7,40639.1,39088.2,40980.6
1973-10-12 07:00:00,40679.1,39956.1,41127.7,39530.5,41495.1
1973-10-13 07:00:00,41059.1,40328.9,41496.7,40045.6,41875.1
1973-10-14 07:00:00,41364.0,40640.0,41806.5,40371.0,42175.3
1973-10-15 07:00:00,41516.8,40799.6,41973.7,40466.2,42359.9
1973-10-16 07:00:00,41669.7,40886.9,42155.2,40763.0,42534.1
1973-10-17 07:00:00,41822.8,40957.0,42289.5,40458.7,42612.7
1973-10-18 07:00:00,41899.5,41056.2,42378.3,40726.4,42686.6
1973-10-19 07:00:00,41976.1,41208.9,42468.6,40898.6,42901.1
1973-10-20 07:00:00,42129.6,41426.6,42577.8,41065.3,43033.0
1973-10-21 07:00:00,42206.5,41444.3,42704.1,41022.2,43055.6
1973-10-22 07:00:00,42360.3,41544.6,42858.8,41162.3,43213.2
1973-10-23 07:00:00,42591.3,41773.3,43072.1,41576.5,43443.9
1973-10-24 07:00:00,42745.6,41943.5,43274.6,41585.9,43570.3
1973-10-25 07:00:00,42822.8,41983.6,43292.7,41765.0,43634.1
1973-10-26 07:00:00,42900.0,42081.9,43406.3,41730.0,43631.7
1973-10-27 07:00:00,43132.0,42337.0,43640.2,42054.5,43954.4
1973-10-28 07:00:00,43442.1,42570.8,43957.7,42228.0,44295.9
1973-10-29 07:00:00,43519.7,42679.6,44018.4,42256.5,44364.3
1973-10-30 07:00:00,43597.4,42822.5,44083.4,42316.0,44463.7
1973-10-31 07:00:00,43675.1,42833.2,44187.1,42433.1,44501.0
1973-11-01 07:00:00,43830.7,42913.1,44336.0,42626.8,44759.3
1973-11-02 07:00:00,43986.5,43150.7,44480.2,42854.7,44728.1
1973-11-03 07:00:00,44142.5,43303.0,44621.9,43073.4,45011.1
1973-11-04 07:00:00,44220.5,43325.6,44727.4,43089.1,45104.8
1973-11-05 07:00:00,44298.6,43419.6,44733.3,43044.2,44978.5
1973-11-06 07:00:00,44533.2,43743.4,45041.3,43401.5,45432.0
1973-11-07 07:00:00,44925.1,44009.8,45442.7,43750.2,45752.5
1973-11-08 07:00:00,45239.5,44337.6,45747.8,44079.3,46009.4
1973-11-09 07:00:00,45475.7,44640.3,45966.6,44234.5,46157.0
1973-11-10 07:00:00,45791.4,44871.5,46289.6,44597.4,46517.3
1973-11-11 07:00:00,46107.8,45240.0,46593.1,44825.4,47018.4
1973-11-12 07:00:00,46504.4,45625.6,47073.8,45274.3,47346.8
1973-11-13 07:00:00,46902.1,45945.4,47451.5,45543.7,47675.8
1973-11-14 07:00:00,47141.3,46174.7,47701.8,45804.1,47982.0
1973-11-15 07:00:00,47460.8,46485.4,47998.3,46266.7,48445.8
1973-11-16 07:00:00,47620.9,46675.8,48175.8,46342.6,48480.3
1973-11-17 07:00:00,48423.9,47407.2,49049.0,47184.6,49258.0
1973-11-18 07:00:00,49231.4,48147.1,49750.3,47839.2,50186.4
1973-11-19 07:00:00,49718.1,48619.3,50384.8,48380.1,50640.9
1973-11-20 07:00:00,49962.1,48873.6,50611.1,48609.1,50930.9
1973-11-21 07:00:00,50369.6,49301.5,51023.3,49034.9,51452.1
1973-11-22 07:00:00,50696.5,49576.0,51360.1,49270.6,51717.7
1973-11-23 07:00:00,50860.1,49782.5,51526.5,49384.3,51785.2
1973-11-24 07:00:00,51024.0,49967.6,51702.0,49633.7,52034.3
1973-11-25 07:00:00,51106.0,49991.9,51761.5,49622.9,52081.4
1973-11-26 07:00:00,51188.0,50059.0,51848.0,49733.1,52255.9
1973-11-27 07:00:00,51270.1,50141.1,51982.6,49932.3,52219.3
1973-11-28 07:00:00,51352.3,50197.4,52004.7,49854.4,52298.2
1973-11-29 07:00:00,51516.7,50352.8,52213.2,50118.3,52470.1
1973-11-30 07:00:00,51352.3,50220.8,51934.5,50021.0,52210.1
1973-12-01 07:00:00,51270.1,50090.8,51931.7,49901.0,52186.3
1973-12-02 07:00:00,51188.0,50049.6,51881.8,49752.4,52112.8
1973-12-03 07:00:00,51024.0,49940.8,51647.0,49565.2,51962.2
1973-12-04 07:00:00,51024.0,49995.9,51656.0,49544.2,51991.0
1973-12-05 07:00:00,51024.0,49927.1,51680.5,49621.8,51925.2
1973-12-06 07:00:00,51106.0,50047.6,51765.1,49700.7,52062.5
1973-12-07 07:00:00,51188.0,50171.0,51901.1,49723.5,52318.4
1973-12-08 07:00:00,51188.0,50101.6,51807.8,49780.9,52254.4
1973-12-09 07:00:00,51188.0,50065.6,51879.1,49655.4,52095.1
1973-12-10 07:00:00,51352.3,50289.5,51990.7,49877.0,52234.5
1973-12-11 07:00:00,51352.3,50260.8,52001.6,49819.7,52169.4
1973-12-12 07:00:00,51270.1,50160.8,51930.4,49947.0,52120.4
1973-12-13 07:00:00,51188.0,50119.2,51861.3,49847.7,52189.6
1973-12-14 07:00:00,51024.0,49837.4,51579.1,49428.7,51980.8
1973-12-15 07:00:00,50860.1,49815.7,51494.2,49273.8,51741.9
1973-12-16 07:00:00,50860.1,49727.5,51595.9,49560.9,51881.1
1973-12-17 07:00:00,50778.3,49717.9,51446.3,49333.8,51703.9
1973-12-18 07:00:00,50696.5,49568.6,51236.1,49184.0,51516.3
1973-12-19 07:00:00,50614.7,49542.8,51199.8,49213.0,51644.2
1973-12-20 07:00:00,50533.0,49348.1,51212.3,49075.4,51497.3
1973-12-21 07:00:00,50451.3,49378.9,51054.6,49079.9,51349.7
1973-12-22 07:00:00,50288.0,49155.8,50947.9,48919.4,51218.2
1973-12-23 07:00:00,50043.5,48914.6,50720.6,48627.1,50980.1
1973-12-24 07:00:00,49718.1,48664.5,50228.3,48398.2,50515.7
1973-12-25 07:00:00,49474.6,48430.9,50072.5,48123.2,50568.3
1973-12-26 07:00:00,49231.4,48168.0,49863.8,47908.2,50049.5
1973-12-27 07:00:00,49150.5,48092.5,49718.0,47775.6,49993.3
1973-12-28 07:00:00,49069.5,48009.9,49586.4,47603.5,49891.8
1973-12-29 07:00:00,48827.1,47839.7,49360.6,47519.2,49747.6
1973-12-30 07:00:00,48343.4,47320.9,48977.5,46988.1,49209.2
1973-12-31 07:00:00,47941.5,46941.2,48493.6,46658.5,48765.8
1974-01-01 07:00:00,47460.8,46503.0,48000.3,46275.2,48439.8
1974-01-02 07:00:00,46902.1,45949.8,47479.4,45660.1,47693.8
1974-01-03 07:00:00,46425.0,45425.5,46884.0,45239.7,47172.8
1974-01-04 07:00:00,45712.4,44801.5,46201.9,44464.2,46422.3
1974-01-05 07:00:00,45082.2,44158.5,45565.0,43824.7,45963.6
1974-01-06 07:00:00,44533.2,43596.1,45058.6,43496.8,45325.5
1974-01-07 07:00:00,44064.4,43214.9,44525.4,42829.0,44902.9
1974-01-08 07:00:00,43519.7,42674.9,44025.2,42367.6,44442.4
1974-01-09 07:00:00,42822.8,42031.4,43345.1,41768.2,43522.5
1974-01-10 07:00:00,42360.3,41581.8,42876.1,41281.4,43264.5
1974-01-11 07:00:00,41899.5,41076.3,42373.2,40831.2,42691.6
1974-01-12 07:00:00,41669.7,40910.7,42130.5,40584.5,42570.1
1974-01-13 07:00:00,41364.0,40554.5,41907.8,40352.1,42037.5
1974-01-14 07:00:00,40907.0,40216.4,41332.2,39782.8,41614.8
1974-01-15 07:00:00,40603.2,39868.1,41088.9,39498.6,41386.9
1974-01-16 07:00:00,40527.4,39830.7,41055.3,39433.8,41279.0
1974-01-17 07:00:00,40375.9,39675.8,40827.3,39289.5,41143.2
1974-01-18 07:00:00,40224.6,39514.0,40642.4,39198.1,40921.1
1974-01-19 07:00:00,40149.1,39417.4,40675.9,39074.3,41035.7
1974-01-20 07:00:00,39998.1,39290.0,40397.6,39001.2,40764.8
1974-01-21 07:00:00,39922.6,39204.2,40348.1,38819.7,40777.9
1974-01-22 07:00:00,39771.9,39008.8,40229.5,38737.7,40480.6
1974-01-23 07:00:00,39546.2,38864.2,40012.3,38503.3,40253.9
1974-01-24 07:00:00,39471.1,38708.4,39930.1,38406.2,40208.7
1974-01-25 07:00:00,39320.9,38532.0,39811.9,38374.2,39986.9
1974-01-26 07:00:00,39171.0,38530.1,39630.6,38212.4,39924.6
1974-01-27 07:00:00,39021.3,38295.8,39439.4,37900.8,39718.5
1974-01-28 07:00:00,38871.7,38150.8,39329.8,37720.6,39595.7
1974-01-29 07:00:00,38647.8,37968.9,39111.2,37621.6,39454.2
1974-01-30 07:00:00,38424.3,37723.6,38878.8,37363.0,39210.1
1974-01-31 07:00:00,38275.5,37582.5,38736.2,37348.4,39104.7
1974-02-01 07:00:00,38349.9,37673.8,38827.0,37346.1,39078.0
1974-02-02 07:00:00,38498.7,37725.8,38976.1,37488.6,39243.7
1974-02-03 07:00:00,38498.7,37826.5,38958.8,37444.3,39274.4
1974-02-04 07:00:00,38349.9,37660.2,38790.7,37279.0,39327.8
1974-02-05 07:00:00,38127.0,37383.6,38604.2,37062.2,38920.2
1974-02-06 07:00:00,37682.5,36994.6,38165.4,36676.6,38556.0
1974-02-07 07:00:00,37239.7,36553.5,37687.8,36162.9,38085.5
1974-02-08 07:00:00,36798.8,36046.9,37286.2,35854.7,37570.7
1974-02-09 07:00:00,36359.6,35654.7,36779.7,35333.7,37122.0
1974-02-10 07:00:00,36067.9,35459.0,36479.0,35084.3,36803.4
1974-02-11 07:00:00,35776.9,35171.3,36268.0,34905.8,36563.8
1974-02-12 07:00:00,35414.3,34702.9,35871.1,34298.3,36115.2
1974-02-13 07:00:00,35125.2,34470.7,35511.6,34230.2,35808.4
1974-02-14 07:00:00,34908.8,34242.6,35326.0,34009.9,35655.4
1974-02-15 07:00:00,34764.9,34107.5,35200.6,33848.5,35449.8
1974-02-16 07:00:00,34693.0,34049.2,35182.5,33702.9,35405.1
1974-02-17 07:00:00,34621.1,33930.6,35098.6,33561.8,35342.5
1974-02-18 07:00:00,34549.3,33914.8,35037.0,33545.9,35343.3
1974-02-19 07:00:00,34334.2,33721.7,34812.5,33417.2,35084.5
1974-02-20 07:00:00,34119.5,33427.7,34610.2,33114.5,34903.7
1974-02-21 07:00:00,33834.0,33175.3,34282.4,32953.1,34582.8
1974-02-22 07:00:00,33620.4,32976.8,34084.1,32697.5,34395.8
1974-02-23 07:00:00,33407.3,32764.6,33815.5,32495.9,34141.6
1974-02-24 07:00:00,33265.5,32655.3,33743.2,32334.8,34030.0
1974-02-25 07:00:00,33053.1,32418.1,33505.9,32185.4,33790.4
1974-02-26 07:00:00,32982.4,32359.9,33374.5,32064.0,33611.5
1974-02-27 07:00:00,32911.8,32255.0,33365.3,32031.0,33676.6
1974-02-28 07:00:00,32911.8,32326.9,33340.5,32035.5,33637.4
1974-03-01 07:00:00,32982.4,32367.4,33397.7,32166.3,33754.7
1974-03-02 07:00:00,32841.2,32239.5,33261.1,31905.1,33614.9
1974-03-03 07:00:00,32841.2,32209.3,33285.6,31869.6,33658.3
1974-03-04 07:00:00,33053.1,32437.5,33460.4,31995.3,33676.1
1974-03-05 07:00:00,33123.9,32500.5,33583.0,32197.9,33909.9
1974-03-06 07:00:00,33123.9,32512.6,33541.9,32124.0,33812.8
1974-03-07 07:00:00,33053.1,32377.6,33528.9,32052.9,33705.4
1974-03-08 07:00:00,32982.4,32314.5,33456.2,31987.9,33668.3
1974-03-09 07:00:00,32841.2,32229.2,33294.2,31952.1,33633.0
1974-03-10 07:00:00,32700.2,32046.0,33153.2,31804.2,33393.4
1974-03-11 07:00:00,32559.4,31926.9,32984.7,31623.2,33292.2
1974-03-12 07:00:00,32418.8,31817.1,32832.2,31676.1,33198.1
1974-03-13 07:00:00,32348.6,31700.1,32749.3,31409.4,32995.4
1974-03-14 07:00:00,32278.5,31602.2,32684.4,31305.7,32930.6
1974-03-15 07:00:00,32208.4,31595.4,32666.9,31301.5,33029.7
1974-03-16 07:00:00,32138.3,31521.9,32658.8,31308.8,32910.1
1974-03-17 07:00:00,32068.3,31393.1,32529.8,31213.1,32766.9
1974-03-18 07:00:00,31998.3,31363.9,32390.1,31014.2,32807.1
1974-03-19 07:00:00,31928.4,31258.6,32351.7,31092.6,32716.3
1974-03-20 07:00:00,31858.6,31198.1,32316.3,31008.0,32643.4
1974-03-21 07:00:00,31719.0,31071.2,32184.5,30868.3,32532.3
1974-03-22 07:00:00,31719.0,31018.8,32163.9,30761.6,32454.6
1974-03-23 07:00:00,31788.8,31146.9,32235.8,30964.9,32646.8
1974-03-24 07:00:00,31858.6,31180.6,32288.9,30906.6,32606.2
1974-03-25 07:00:00,31998.3,31339.2,32416.4,31040.0,32856.5
1974-03-26 07:00:00,32138.3,31496.1,32630.8,31310.9,32910.0
1974-03-27 07:00:00,32138.3,31518.9,32599.1,31184.4,32993.8
1974-03-28 07:00:00,32068.3,31428.5,32477.1,31111.0,32825.3
1974-03-29 07:00:00,31928.4,31303.0,32442.6,31010.0,32746.9
1974-03-30 07:00:00,31858.6,31173.7,32298.6,30745.1,32637.6
1974-03-31 07:00:00,32068.3,31411.5,32548.2,31181.6,32783.2
1974-04-01 07:00:00,32348.6,31740.0,32822.1,31420.3,33167.5
1974-04-02 07:00:00,32629.8,31974.8,33092.5,31674.0,33413.8
1974-04-03 07:00:00,32841.2,32141.4,33280.7,31893.9,33546.4
1974-04-04 07:00:00,32911.8,32317.4,33381.6,31978.1,33842.2
1974-04-05 07:00:00,32911.8,32255.8,33314.4,32027.9,33625.0
1974-04-06 07:00:00,32982.4,32270.2,33460.0,32149.4,33735.1
1974-04-07 07:00:00,32982.4,32347.0,33384.1,31959.1,33714.7
1974-04-08 07:00:00,33123.9,32511.9,33535.4,32274.5,33851.3
1974-04-09 07:00:00,33549.3,32883.8,34053.0,32656.8,34432.2
1974-04-10 07:00:00,33834.0,33186.7,34276.2,32875.6,34731.6
1974-04-11 07:00:00,34262.6,33590.5,34703.9,33254.3,35097.0
1974-04-12 07:00:00,34980.9,34344.6,35387.1,34036.8,35701.9
1974-04-13 07:00:00,35125.2,34455.7,35564.4,34142.3,35868.2
1974-04-14 07:00:00,35197.4,34575.6,35596.8,34150.0,35887.2
1974-04-15 07:00:00,35269.7,34658.7,35656.1,34302.0,36033.4
1974-04-16 07:00:00,35342.0,34665.0,35732.4,34401.3,36013.8
1974-04-17 07:00:00,35414.3,34766.0,35837.4,34413.7,36198.5
1974-04-18 07:00:00,35559.2,34842.8,35944.7,34625.7,36206.3
1974-04-19 07:00:00,35704.3,35053.8,36189.9,34782.2,36452.3
1974-04-20 07:00:00,35849.6,35216.0,36361.1,34816.0,36591.5
1974-04-21 07:00:00,36067.9,35444.3,36492.8,35023.5,36838.8
1974-04-22 07:00:00,36359.6,35645.5,36809.8,35439.1,37078.2
1974-04-23 07:00:00,36579.0,35915.5,37020.1,35613.9,37267.1
1974-04-24 07:00:00,36872.2,36163.9,37325.2,35855.8,37743.0
1974-04-25 07:00:00,37092.6,36491.3,37555.1,36033.9,37840.4
1974-04-26 07:00:00,37460.9,36765.9,37866.6,36532.2,38275.7
1974-04-27 07:00:00,37756.4,37073.1,38203.0,36729.3,38599.7
1974-04-28 07:00:00,37756.4,37025.7,38213.7,36743.5,38534.6
1974-04-29 07:00:00,37830.4,37060.8,38251.6,36784.3,38599.6
1974-04-30 07:00:00,37830.4,37139.3,38287.7,36958.5,38641.5
1974-05-01 07:00:00,37904.5,37187.9,38368.0,36851.3,38642.7
1974-05-02 07:00:00,37904.5,37155.1,38334.8,36949.2,38821.2
1974-05-03 07:00:00,37830.4,37111.7,38386.1,36884.4,38611.3
1974-05-04 07:00:00,37756.4,37066.6,38191.1,36830.0,38499.7
1974-05-05 07:00:00,37608.5,36932.4,38097.4,36691.7,38371.4
1974-05-06 07:00:00,37534.7,36853.5,38018.1,36509.1,38220.3
1974-05-07 07:00:00,37387.1,36648.1,37840.8,36313.2,38065.8
1974-05-08 07:00:00,37239.7,36604.4,37713.4,36318.7,38044.2
1974-05-09 07:00:00,37092.6,36420.9,37557.1,36135.6,37848.8
1974-05-10 07:00:00,36945.6,36275.1,37401.6,36001.6,37666.6
1974-05-11 07:00:00,36725.5,36007.1,37187.9,35756.3,37438.5
1974-05-12 07:00:00,36505.8,35840.8,36905.5,35514.0,37267.2
1974-05-13 07:00:00,36359.6,35606.7,36847.3,35443.6,37108.4
1974-05-14 07:00:00,36286.6,35550.3,36726.6,35138.6,36942.7
