"Date (TU)","Date de la mesure du min/max (TU)","Valeur (en m)","Statut","Qualification","Méthode","Continuité"
2012-09-01T00:00:00.000Z,2012-09-10T23:59:59.000Z,"-0.59","16",20,10,0
2012-10-01T00:00:00.000Z,2012-10-16T23:59:59.000Z,"-0.55","16",20,10,0
2012-11-01T00:00:00.000Z,2012-11-25T12:45:00.000Z,"-0.37","16",20,10,0
2012-12-01T00:00:00.000Z,2012-12-12T13:23:00.000Z,"-0.37","16",20,10,0
2013-01-01T00:00:00.000Z,2013-01-17T23:10:00.000Z,"-0.43","16",20,10,0
2013-02-01T00:00:00.000Z,2013-02-28T23:59:59.000Z,"-0.43","16",20,10,0
2013-03-01T00:00:00.000Z,2013-03-02T17:31:00.000Z,"-0.43","16",20,10,0
2013-04-01T00:00:00.000Z,2013-04-25T22:57:00.000Z,"-0.36","16",20,10,0
2013-05-01T00:00:00.000Z,2013-05-14T23:59:59.000Z,"-0.31","16",20,10,0
2013-06-01T00:00:00.000Z,2013-06-28T20:15:00.000Z,"-0.46","16",20,10,0
2013-07-01T00:00:00.000Z,2013-07-22T20:30:00.000Z,"-0.52","16",20,10,0
2013-08-01T00:00:00.000Z,2013-08-21T10:45:00.000Z,"-0.55","16",20,10,0
2013-09-01T00:00:00.000Z,2013-09-07T02:00:00.000Z,"-0.55","16",20,10,0
2013-10-01T00:00:00.000Z,2013-10-18T21:50:00.000Z,"-0.47","16",20,10,0
2013-11-01T00:00:00.000Z,2013-11-29T13:45:00.000Z,"-0.40","16",20,10,0
2013-12-01T00:00:00.000Z,2013-12-17T23:59:59.000Z,"-0.46","16",20,10,0
2014-01-01T00:00:00.000Z,2014-01-31T23:05:00.000Z,"-0.25","16",20,10,0
2014-02-01T00:00:00.000Z,2014-02-03T20:05:00.000Z,"-0.27","16",20,10,0
2014-03-01T00:00:00.000Z,2014-03-31T22:05:00.000Z,"-0.36","16",20,10,0
2014-04-01T00:00:00.000Z,2014-04-20T04:00:00.000Z,"-0.44","16",20,10,0
2014-05-01T00:00:00.000Z,2014-05-19T02:25:00.000Z,"-0.48","16",20,10,0
2014-06-01T00:00:00.000Z,2014-06-27T02:30:00.000Z,"-0.53","16",20,10,0
2014-07-01T00:00:00.000Z,2014-07-01T20:20:00.000Z,"-0.52","16",20,10,0
2014-08-01T00:00:00.000Z,2014-08-31T06:35:00.000Z,"-0.51","16",20,10,0
2014-09-01T00:00:00.000Z,2014-09-14T10:50:00.000Z,"-0.54","16",20,10,0
2014-10-01T00:00:00.000Z,2014-10-31T23:05:00.000Z,"-0.45","16",20,10,0
2014-11-01T00:00:00.000Z,2014-11-03T02:15:00.000Z,"-0.46","16",20,10,0
2014-12-01T00:00:00.000Z,2014-12-31T12:05:00.000Z,"-0.47","16",20,10,0
2015-01-01T00:00:00.000Z,2015-01-14T23:59:59.000Z,"-0.53","16",20,4,0
2015-02-01T00:00:00.000Z,2015-02-11T11:40:00.000Z,"-0.48","16",20,10,0
2015-03-01T00:00:00.000Z,2015-03-31T23:59:59.000Z,"-0.48","16",20,8,0
2015-04-01T00:00:00.000Z,2015-04-25T09:35:00.000Z,"-0.57","16",20,4,0
2015-05-01T00:00:00.000Z,2015-05-31T23:59:59.000Z,"-0.59","16",20,4,0
2015-06-01T00:00:00.000Z,2015-06-30T23:15:00.000Z,"-0.65","16",20,10,0
2015-07-01T00:00:00.000Z,2015-07-26T02:58:00.000Z,"-0.73","16",20,10,0
2015-08-01T00:00:00.000Z,2015-08-31T23:40:00.000Z,"-0.73","16",20,10,0
2015-09-01T00:00:00.000Z,2015-09-09T03:45:00.000Z,"-0.74","16",20,10,0
2015-10-01T00:00:00.000Z,2015-10-27T03:42:00.000Z,"-0.56","16",20,10,0
2015-11-01T00:00:00.000Z,2015-11-30T11:15:00.000Z,"-0.54","16",20,10,0
2015-12-01T00:00:00.000Z,2015-12-19T22:15:00.000Z,"-0.57","16",20,4,0
2016-01-01T00:00:00.000Z,2016-01-01T13:20:00.000Z,"-0.54","16",20,4,0
2016-02-01T00:00:00.000Z,2016-02-04T23:59:59.000Z,"-0.55","16",20,10,0
2016-03-01T00:00:00.000Z,2016-03-26T08:45:00.000Z,"-0.47","16",20,10,0
2016-04-01T00:00:00.000Z,2016-04-30T23:59:59.000Z,"-0.49","16",20,10,0
2016-05-01T00:00:00.000Z,2016-05-08T02:10:00.000Z,"-0.54","16",20,10,0
2016-06-01T00:00:00.000Z,2016-06-28T01:05:00.000Z,"-0.61","16",20,10,0
2016-07-01T00:00:00.000Z,2016-07-19T15:35:00.000Z,"-0.69","16",20,10,0
2016-08-01T00:00:00.000Z,2016-08-31T12:30:00.000Z,"-0.73","16",20,10,0
2016-09-01T00:00:00.000Z,2016-09-08T15:55:00.000Z,"-0.75","16",20,4,0
2016-10-01T00:00:00.000Z,2016-10-11T06:20:00.000Z,"-0.71","16",20,10,0
2016-11-01T00:00:00.000Z,2016-11-17T22:45:00.000Z,"-0.58","16",20,10,0
2016-12-01T00:00:00.000Z,2016-12-15T15:45:00.000Z,"-0.46","16",20,10,0
2017-01-01T00:00:00.000Z,2017-01-19T11:40:00.000Z,"-0.56","16",20,10,0
2017-02-01T00:00:00.000Z,2017-02-27T12:50:00.000Z,"-0.36","16",20,10,0
2017-03-01T00:00:00.000Z,2017-03-22T14:38:00.000Z,"-0.41","16",20,10,0
2017-04-01T00:00:00.000Z,2017-04-30T06:55:00.000Z,"-0.53","16",20,4,0
2017-05-01T00:00:00.000Z,2017-05-31T23:05:00.000Z,"-0.53","16",20,4,0
2017-06-01T00:00:00.000Z,2017-06-24T12:55:00.000Z,"-0.62","16",20,10,0
2017-07-01T00:00:00.000Z,2017-07-29T19:10:00.000Z,"-0.69","16",20,10,0
2017-08-01T00:00:00.000Z,2017-08-21T16:37:00.000Z,"-0.71","16",20,10,0
2017-09-01T00:00:00.000Z,2017-09-07T02:35:00.000Z,"-0.71","16",20,10,0
2017-10-01T00:00:00.000Z,2017-10-07T23:59:59.000Z,"-0.71","16",20,10,0
2017-11-01T00:00:00.000Z,2017-11-01T06:10:00.000Z,"-0.69","16",20,10,0
2017-12-01T00:00:00.000Z,2017-12-04T09:10:00.000Z,"-0.66","16",20,10,0
2018-01-01T00:00:00.000Z,2018-01-03T09:50:00.000Z,"-0.54","16",20,10,0
2018-02-01T00:00:00.000Z,2018-02-27T09:50:00.000Z,"-0.52","16",20,10,0
2018-03-01T00:00:00.000Z,2018-03-01T00:00:00.000Z,"-0.47","16",20,10,0
2018-04-01T00:00:00.000Z,2018-04-03T23:15:00.000Z,"-0.41","16",20,10,0
2018-05-01T00:00:00.000Z,2018-05-27T15:45:00.000Z,"-0.41","16",20,10,0
2018-06-01T00:00:00.000Z,2018-06-30T18:35:00.000Z,"-0.55","16",20,10,0
2018-07-01T00:00:00.000Z,2018-07-31T10:35:00.000Z,"-0.64","16",20,10,0
2018-08-01T00:00:00.000Z,2018-08-05T15:00:00.000Z,"-0.67","16",20,10,0
2018-09-01T00:00:00.000Z,2018-09-23T19:20:00.000Z,"-0.69","16",20,10,0
2018-10-01T00:00:00.000Z,2018-10-03T21:35:00.000Z,"-0.68","16",20,10,0
2018-11-01T00:00:00.000Z,2018-11-20T11:08:00.000Z,"-0.22","16",20,10,0
2018-12-01T00:00:00.000Z,2018-12-31T18:10:00.000Z,"-0.47","16",20,10,0
2019-01-01T00:00:00.000Z,2019-01-25T13:35:00.000Z,"-0.57","16",20,10,0
2019-02-01T00:00:00.000Z,2019-02-01T00:00:00.000Z,"-0.55","16",20,10,0
2019-03-01T00:00:00.000Z,2019-03-05T16:20:00.000Z,"-0.55","16",20,10,0
2019-04-01T00:00:00.000Z,2019-04-05T21:50:00.000Z,"-0.54","16",20,4,0
2019-05-01T00:00:00.000Z,2019-05-31T18:00:00.000Z,"-0.52","16",20,4,0
2019-06-01T00:00:00.000Z,2019-06-25T21:55:00.000Z,"-0.62","16",20,10,0
2019-07-01T00:00:00.000Z,2019-07-24T15:50:00.000Z,"-0.68","16",20,10,0
2019-08-01T00:00:00.000Z,2019-08-18T16:45:00.000Z,"-0.70","16",20,10,0
2019-09-01T00:00:00.000Z,2019-09-20T01:30:00.000Z,"-0.70","16",20,10,0
2019-10-01T00:00:00.000Z,2019-10-01T00:01:00.000Z,"-0.69","16",20,10,0
2019-11-01T00:00:00.000Z,2019-11-14T05:58:00.000Z,"-0.43","16",20,10,0
2019-12-01T00:00:00.000Z,2019-12-12T18:10:00.000Z,"-0.37","12",16,0,0
2020-01-01T00:00:00.000Z,2020-01-21T04:25:00.000Z,"-0.49","12",16,8,0
2020-02-01T00:00:00.000Z,2020-02-28T23:59:59.000Z,"-0.53","12",16,10,0
2020-03-01T00:00:00.000Z,2020-03-31T23:59:59.000Z,"-0.53","12",16,10,0
2020-04-01T00:00:00.000Z,2020-04-18T18:20:00.000Z,"-0.57","12",16,10,0
2020-05-01T00:00:00.000Z,2020-05-10T11:55:00.000Z,"-0.53","12",16,10,0
2020-06-01T00:00:00.000Z,2020-06-11T22:20:00.000Z,"-0.57","12",16,10,0
2020-07-01T00:00:00.000Z,2020-07-31T15:10:00.000Z,"-0.62","12",16,10,0
2020-08-01T00:00:00.000Z,2020-08-26T15:55:00.000Z,"-0.64","12",16,10,0
2020-09-01T00:00:00.000Z,2020-09-13T10:15:00.000Z,"-0.65","12",16,10,0
2020-10-01T00:00:00.000Z,2020-10-02T03:00:00.000Z,"-0.58","12",16,10,0
2020-11-01T00:00:00.000Z,2020-11-30T23:59:59.000Z,"-0.47","12",16,10,0
2020-12-01T00:00:00.000Z,2020-12-03T21:40:00.000Z,"-0.49","12",16,10,0
2021-01-01T00:00:00.000Z,2021-01-19T15:50:00.000Z,"-0.46","12",16,8,0
2021-02-01T00:00:00.000Z,2021-02-22T06:10:00.000Z,"-0.41","12",16,10,0
2021-03-01T00:00:00.000Z,2021-03-31T23:59:59.000Z,"-0.54","12",16,10,0
2021-04-01T00:00:00.000Z,2021-04-27T20:55:00.000Z,"-0.58","12",16,10,0
2021-05-01T00:00:00.000Z,2021-05-09T18:40:00.000Z,"-0.55","12",16,10,0
2021-06-01T00:00:00.000Z,2021-06-18T05:45:00.000Z,"-0.58","12",16,10,0
2021-07-01T00:00:00.000Z,2021-07-31T23:59:59.000Z,"-0.60","12",16,10,0
2021-08-01T00:00:00.000Z,2021-08-29T15:00:00.000Z,"-0.67","12",16,10,0
2021-10-01T00:00:00.000Z,2021-10-02T20:50:00.000Z,"-0.65","12",16,8,4
2021-11-01T00:00:00.000Z,2021-11-24T09:25:00.000Z,"-0.39","12",16,10,0
2022-04-01T00:00:00.000Z,2022-04-23T04:35:00.000Z,"-0.42","12",16,10,4
2022-05-01T00:00:00.000Z,2022-05-30T23:59:59.000Z,"-0.50","12",16,10,0
2022-06-01T00:00:00.000Z,2022-06-20T19:50:00.000Z,"-0.57","12",16,10,0
2022-07-01T00:00:00.000Z,2022-07-18T20:00:00.000Z,"-0.58","12",16,10,0
2022-09-01T00:00:00.000Z,2022-09-12T18:05:00.000Z,"-0.58","12",16,10,4
2022-10-01T00:00:00.000Z,2022-10-06T23:59:59.000Z,"-0.57","12",16,10,0
2022-11-01T00:00:00.000Z,2022-11-27T23:59:59.000Z,"-0.40","12",16,10,0
2022-12-01T00:00:00.000Z,2022-12-02T21:05:00.000Z,"-0.41","12",16,8,0
